kdrama_name,episodes,start_airing,end_airing,duration,score,scored_by,ranked,popularity,content_rating,watchers
Memories of the Alhambra,16,2018-12-01,2019-01-20,70.0,8.0,30934.0,2174,99,15+ - Teens 15 or older,69007
Memorials,32,2020-07-01,2020-08-20,35.0,8.1,6543.0,1565,777,15+ - Teens 15 or older,17574
Memorist,16,2020-03-11,2020-04-30,65.0,8.4,13992.0,731,293,15+ - Teens 15 or older,36355
Memory,16,2016-03-18,2016-05-07,65.0,8.3,1458.0,1017,1861,15+ - Teens 15 or older,7153
Men Are Men,32,2020-07-06,2020-09-01,35.0,7.1,3066.0,8051,1393,15+ - Teens 15 or older,9928
Mental Coach Jegal,16,2022-09-12,2022-11-01,70.0,7.9,957.0,2678,3249,15+ - Teens 15 or older,3617
Merry Mary,16,2007-05-16,2007-07-05,64.0,7.2,106.0,81038,9950,15+ - Teens 15 or older,600
Midas,20,2015-11-14,2016-01-17,15.0,7.7,10499.0,4028,561,15+ - Teens 15 or older,23027
Military Prosecutor Doberman,16,2022-02-28,2022-04-26,65.0,8.4,8206.0,788,598,15+ - Teens 15 or older,21622
Mimi,4,2014-02-21,2014-03-14,70.0,7.2,2899.0,7551,2012,15+ - Teens 15 or older,6551
Mina,16,2001-11-05,2001-12-25,70.0,7.4,9.0,77282,99999,15+ - Teens 15 or older,121
Mine,16,2021-05-08,2021-06-27,70.0,8.3,8475.0,1132,671,15+ - Teens 15 or older,19790
Miraculous Brothers,16,2023-06-28,2023-08-17,70.0,8.0,1293.0,2130,2267,Not Yet Rated,5627
Misaeng: Incomplete Life,20,2014-10-17,2014-12-20,80.0,8.7,12176.0,278,365,15+ - Teens 15 or older,31280
Miss Ajumma,103,2011-05-30,2011-10-21,35.0,7.4,65.0,77805,15389,Not Yet Rated,250
Miss Korea,20,2013-12-18,2014-02-26,60.0,7.3,2880.0,7057,1675,15+ - Teens 15 or older,8119
Miss Lee,16,2019-09-25,2019-11-14,65.0,7.3,333.0,7285,5326,15+ - Teens 15 or older,1731
Miss Mamma Mia,12,2015-01-28,2015-03-12,60.0,7.1,9.0,82720,11855,Not Yet Rated,427
Miss Mermaid,256,2002-06-24,2003-06-27,24.0,7.4,121.0,76741,12104,Not Yet Rated,409
Miss Monte-Cristo,100,2021-02-15,2021-07-02,35.0,6.9,390.0,8650,5349,15+ - Teens 15 or older,1722
Miss Panda and Mr. Hedgehog,16,2012-08-18,2012-10-07,60.0,7.1,9211.0,7877,740,15+ - Teens 15 or older,18375
Miss Ripley,16,2011-05-30,2011-07-19,65.0,6.6,2328.0,9138,2330,15+ - Teens 15 or older,5473
Missing 9,16,2017-01-18,2017-03-09,60.0,7.3,7450.0,6855,638,15+ - Teens 15 or older,20660
Missing You,21,2012-11-07,2013-01-17,65.0,7.9,13485.0,2420,398,15+ - Teens 15 or older,29138
Missing: The Other Side,12,2020-08-29,2020-10-11,70.0,8.6,7628.0,326,789,15+ - Teens 15 or older,17431
Mistress,12,2018-04-28,2018-06-03,60.0,8.1,1854.0,1848,1867,18+ Restricted (violence & profanity),7126
Misty,16,2018-02-02,2018-03-24,70.0,8.3,4113.0,1113,1213,15+ - Teens 15 or older,11454
Model,36,1997-04-09,1997-08-07,60.0,7.1,32.0,82171,99999,G - All Ages,184
Modern Farmer,20,2014-10-18,2014-12-27,70.0,7.7,5569.0,4262,990,Not Yet Rated,14331
Mom Has an Affair,122,2020-05-04,2020-10-23,32.0,7.3,226.0,6890,9313,15+ - Teens 15 or older,675
Mom's Dead Upset,66,2008-02-02,2008-09-28,70.0,7.4,38.0,77809,16532,G - All Ages,216
Money Flower,24,2017-11-11,2018-02-03,65.0,8.1,3513.0,1720,1122,15+ - Teens 15 or older,12529
Money Game,16,2020-01-15,2020-03-05,70.0,7.9,598.0,2724,3825,15+ - Teens 15 or older,2884
Money Heist: Korea – Joint Economic Area,6,,,70.0,8.3,13813.0,998,427,18+ Restricted (violence & profanity),27373
Monstar,12,2013-05-17,2013-08-02,85.0,7.2,11257.0,7328,541,15+ - Teens 15 or older,23442
Monster,50,2016-03-28,2016-09-20,63.0,7.3,1442.0,7201,2240,15+ - Teens 15 or older,5742
Monstrous,6,,,40.0,7.5,2937.0,5392,1446,15+ - Teens 15 or older,9596
Monthly Magazine Home,16,2021-06-16,2021-08-05,60.0,7.7,4479.0,4400,1181,15+ - Teens 15 or older,11815
Moon Embracing the Sun,20,2012-01-04,2012-03-15,65.0,8.4,25340.0,681,145,15+ - Teens 15 or older,55406
Moon Lovers: Scarlet Heart Ryeo,20,2016-08-29,2016-11-01,60.0,8.7,65459.0,220,15,15+ - Teens 15 or older,133086
Moonshine,16,2021-12-20,2022-02-22,70.0,7.7,3430.0,3928,1093,15+ - Teens 15 or older,12874
Moorim School: Saga of the Brave,16,2016-01-11,2016-03-08,63.0,7.6,17292.0,4774,244,13+ - Teens 13 or older,40598
More Than a Maid,20,2014-12-12,2015-03-28,60.0,7.9,1564.0,2922,2574,15+ - Teens 15 or older,4911
More Than Friends,16,2020-09-25,2020-11-28,68.0,7.3,7575.0,6989,621,15+ - Teens 15 or older,21105
Mother,16,2018-01-24,2018-03-15,63.0,9.0,8837.0,55,355,15+ - Teens 15 or older,31769
Mother of Mine,108,2019-03-23,2019-09-22,35.0,7.8,1054.0,3664,3612,15+ - Teens 15 or older,3128
Mother's Garden,126,2014-03-17,2014-09-19,35.0,7.2,105.0,81492,8718,15+ - Teens 15 or older,766
Mouse,20,2021-03-03,2021-05-19,75.0,8.8,19984.0,120,154,18+ Restricted (violence & profanity),53651
Move to Heaven,10,,,52.0,9.2,38681.0,12,81,18+ Restricted (violence & profanity),77128
Moving,20,2023-08-09,2023-09-20,60.0,9.2,10241.0,9,384,18+ Restricted (violence & profanity),29739
Mr. Back,16,2014-11-05,2014-12-25,60.0,7.2,2106.0,7753,2127,15+ - Teens 15 or older,6097
Mr. Duke,16,2000-07-12,2000-09-07,60.0,7.3,119.0,79849,12411,Not Yet Rated,389
Mr. Queen,20,2020-12-12,2021-02-14,75.0,9.0,40954.0,54,77,15+ - Teens 15 or older,78401
Mr. Sunshine,24,2018-07-07,2018-09-30,80.0,8.9,24110.0,98,106,15+ - Teens 15 or older,67465
Mrs. Cop,18,2015-08-03,2015-09-29,65.0,7.9,1741.0,2536,2321,Not Yet Rated,5508
Mrs. Durian,16,2023-06-24,2023-08-13,70.0,7.3,563.0,6948,4278,15+ - Teens 15 or older,2462
Ms. Hammurabi,16,2018-05-21,2018-07-16,80.0,8.0,11366.0,2040,326,15+ - Teens 15 or older,33957
Ms. Kim's Million Dollar Quest,20,2017-02-27,2017-05-02,64.0,7.4,1209.0,6235,3055,15+ - Teens 15 or older,3934
"Ms. Ma, Nemesis",32,2018-10-06,2018-11-24,30.0,7.8,586.0,3254,5014,15+ - Teens 15 or older,1893
Ms. Perfect,20,2017-02-27,2017-05-02,64.0,7.4,1209.0,6235,3055,15+ - Teens 15 or older,3934
Murder DIEary,8,,,,,,37327,3043,Not Yet Rated,3948
My Absolute Boyfriend,40,2019-05-15,2019-07-11,35.0,7.3,7886.0,7035,528,15+ - Teens 15 or older,23662
My Beautiful Bride,16,2015-06-20,2015-08-09,60.0,7.9,2382.0,2574,1583,15+ - Teens 15 or older,8658
My Beloved Sister,55,2006-08-12,2007-02-18,65.0,7.4,109.0,77754,11653,13+ - Teens 13 or older,443
My Bittersweet Life,16,2008-06-06,2008-08-01,60.0,6.7,380.0,9048,6059,15+ - Teens 15 or older,1415
My Catman,16,2023-05-01,2023-06-20,70.0,8.6,5524.0,331,904,15+ - Teens 15 or older,15493
"My Contracted Husband, Mr. Oh",24,2018-03-03,2018-05-19,70.0,7.6,2956.0,5045,1917,15+ - Teens 15 or older,6913
My Country: The New Age,16,2019-10-04,2019-11-23,80.0,8.4,8194.0,764,569,15+ - Teens 15 or older,22631
My Dangerous Wife,16,2020-10-05,2020-11-24,70.0,7.8,1027.0,3291,3312,18+ Restricted (violence & profanity),3528
My Daughter the Flower,131,2011-11-14,2012-05-18,30.0,7.5,146.0,75755,8558,Not Yet Rated,793
"My Daughter, Geum Sa-wol",51,2015-09-05,2016-02-28,75.0,7.1,570.0,7922,4649,15+ - Teens 15 or older,2132
My Dear Cat,119,2014-06-09,2014-11-21,34.0,6.8,192.0,86582,7034,Not Yet Rated,1118
My Dearest,10,2023-08-04,2023-09-02,80.0,8.8,2497.0,165,1372,15+ - Teens 15 or older,10067
My Fair Lady,16,2003-08-13,2003-10-02,68.0,7.0,226.0,84325,7488,Not Yet Rated,1000
My Father Is Strange,52,2017-03-04,2017-08-27,66.0,8.5,11628.0,415,387,15+ - Teens 15 or older,29553
My Fellow Citizens!,36,2019-04-01,2019-05-28,35.0,7.6,3620.0,5154,1229,15+ - Teens 15 or older,11321
My First First Love,8,,,50.0,7.7,29241.0,3895,131,13+ - Teens 13 or older,58129
My First Love,8,,,50.0,7.7,29241.0,3895,131,13+ - Teens 13 or older,58129
My First Time,5,2018-06-20,2018-06-29,5.0,7.4,97.0,78238,9806,Not Yet Rated,616
My Golden Life,52,2017-09-02,2018-03-11,65.0,7.9,3924.0,2829,1214,15+ - Teens 15 or older,11448
My Healing Love,80,2018-10-14,2019-03-03,35.0,7.5,293.0,5266,5859,Not Yet Rated,1499
My Heart Twinkle Twinkle,26,2015-01-17,2015-04-12,70.0,7.1,729.0,7914,4137,Not Yet Rated,2566
My Holo Love,12,,,55.0,8.2,28318.0,1515,160,15+ - Teens 15 or older,52692
My Horrible Boss,16,2016-03-18,2016-05-07,65.0,7.6,2779.0,4639,1918,15+ - Teens 15 or older,6912
My Husband Got a Family,58,2012-02-25,2012-09-09,80.0,8.0,1080.0,2314,2985,15+ - Teens 15 or older,4054
My Husband's Woman,24,2007-04-02,2007-06-19,65.0,7.1,94.0,82231,13469,Not Yet Rated,332
My Kids Give Me a Headache,40,2012-10-27,2013-03-17,60.0,7.4,188.0,6621,8711,15+ - Teens 15 or older,767
"My Lawyer, Mr. Jo",20,2016-03-28,2016-05-31,60.0,7.9,1188.0,2797,3044,15+ - Teens 15 or older,3948
"My Lawyer, Mr. Jo 2: Crime and Punishment",40,2019-01-07,2019-03-26,35.0,7.2,169.0,80335,8244,15+ - Teens 15 or older,849
My Liberation Notes,16,2022-04-09,2022-05-29,67.0,8.6,15904.0,342,298,15+ - Teens 15 or older,35818
My Little Baby,16,2016-03-05,2016-04-23,45.0,7.4,1569.0,6316,2769,G - All Ages,4456
My Love By My Side,155,1998-08-31,1999-04-02,30.0,5.0,1.0,99999,99999,Not Yet Rated,18
My Love from the Star,21,2013-12-18,2014-02-27,58.0,8.5,76771.0,451,13,15+ - Teens 15 or older,143475
My Love Patzzi,10,2002-08-26,2002-09-24,65.0,6.9,1191.0,8633,4463,13+ - Teens 13 or older,2293
My Love Toram,20,2006-10-27,2007-01-05,,7.7,12.0,73472,99999,Not Yet Rated,119
My Lovely Girl,16,2014-09-17,2014-11-06,60.0,6.8,9646.0,8804,609,15+ - Teens 15 or older,21385
My Lovely Liar,16,2023-07-31,2023-09-19,65.0,8.3,10957.0,1061,309,15+ - Teens 15 or older,34662
My Lovely Sam Soon,179,2004-06-07,2005-02-11,35.0,7.4,14.0,77621,99999,15+ - Teens 15 or older,169
"My Lover, Madame Butterfly",51,2012-10-06,2013-04-07,65.0,7.1,270.0,8095,7734,Not Yet Rated,949
My Mister,16,2018-03-21,2018-05-17,77.0,9.0,25540.0,36,102,15+ - Teens 15 or older,67793
My Mother Is a Daughter-in-law,136,2015-06-22,2015-12-31,40.0,7.7,37.0,72369,14995,15+ - Teens 15 or older,265
My Name,8,,,50.0,8.7,47779.0,239,76,18+ Restricted (violence & profanity),78803
My Only Love Song,20,,,30.0,7.8,10574.0,3655,612,15+ - Teens 15 or older,21355
My Only One,106,2018-09-15,2019-03-17,35.0,7.6,1197.0,4801,2989,15+ - Teens 15 or older,4045
My Perfect Stranger,16,2023-05-01,2023-06-20,70.0,8.6,5524.0,331,904,15+ - Teens 15 or older,15493
My Precious You,16,2016-02-24,2016-04-14,60.0,7.9,10703.0,2483,432,15+ - Teens 15 or older,27196
My Roommate Is a Gumiho,16,2021-05-26,2021-07-15,70.0,8.3,37119.0,832,90,15+ - Teens 15 or older,74219
My Rosy Life,24,2005-08-24,2005-11-10,65.0,7.8,120.0,71375,12319,Not Yet Rated,395
My Runway,6,,,22.0,7.2,4989.0,7767,1551,15+ - Teens 15 or older,8877
My Sassy Girl,32,2017-05-29,2017-07-18,30.0,7.7,8137.0,4150,603,G - All Ages,21585
My Secret Hotel,16,2014-08-18,2014-10-14,63.0,7.3,5797.0,7069,948,15+ - Teens 15 or older,14840
My Secret Romance,13,2017-04-17,2017-05-30,60.0,7.6,45207.0,4751,64,15+ - Teens 15 or older,82719
My Secret Terrius,32,2018-09-27,2018-11-15,35.0,8.3,13787.0,1088,366,15+ - Teens 15 or older,31211
My Spring Days,16,2014-09-10,2014-10-30,60.0,7.6,1377.0,4603,2891,15+ - Teens 15 or older,4211
My Strange Hero,32,2018-12-10,2019-02-04,35.0,8.1,16978.0,1859,200,15+ - Teens 15 or older,45436
My Too Perfect Sons,54,2009-04-11,2009-10-11,65.0,7.5,308.0,5570,6145,Not Yet Rated,1385
My Unfamiliar Family,16,2020-06-01,2020-07-21,75.0,8.4,3324.0,710,1488,15+ - Teens 15 or older,9312
My Unfortunate Boyfriend,16,2015-04-10,2015-05-30,50.0,7.0,3322.0,8290,1505,13+ - Teens 13 or older,9190
Mysterious Personal Shopper,103,2018-02-26,2018-07-20,40.0,7.2,244.0,7536,7652,15+ - Teens 15 or older,967
Mystic Pop-up Bar,12,2020-05-20,2020-06-25,68.0,8.5,23700.0,471,172,15+ - Teens 15 or older,49685
Naeil's Cantabile,16,2014-10-13,2014-12-02,60.0,7.5,6119.0,5771,1016,15+ - Teens 15 or older,13839
Naked Fireman,4,2017-01-12,2017-01-19,60.0,7.8,2825.0,3053,2050,15+ - Teens 15 or older,6403
Narco-Saints,6,,,62.0,8.1,3355.0,1872,1692,18+ Restricted (violence & profanity),8017
Navillera,12,2021-03-22,2021-04-27,65.0,8.9,16230.0,70,243,15+ - Teens 15 or older,40670
Never Twice,72,2019-11-02,2020-03-07,26.0,8.1,2565.0,1719,1420,15+ - Teens 15 or older,9793
Nevertheless,10,2021-06-19,2021-08-21,70.0,7.4,40908.0,6089,87,15+ - Teens 15 or older,75381
New Heart,23,2007-12-12,2008-02-28,68.0,7.7,710.0,3875,4870,15+ - Teens 15 or older,1990
New Tales of Gisaeng,10,2007-11-20,2008-01-22,60.0,6.8,6.0,86424,99999,18+ Restricted (violence & profanity),111
Nice Witch,40,2018-03-03,2018-05-05,35.0,7.9,2190.0,2746,2138,15+ - Teens 15 or older,6067
Night Light,20,2016-11-21,2017-01-24,63.0,7.1,1162.0,8070,2764,Not Yet Rated,4472
Nine,0,,,,,,37603,11891,Not Yet Rated,424
No Matter What,120,2020-10-12,2021-03-26,30.0,7.4,272.0,6649,7998,15+ - Teens 15 or older,895
No Secrets,12,,,,,,37402,7244,Not Yet Rated,1061
"No, Thank You",12,2022-01-08,2022-03-26,20.0,7.8,73.0,71886,11101,15+ - Teens 15 or older,487
"Noble, My Love",20,2015-08-23,2015-09-16,15.0,7.5,18243.0,5271,325,13+ - Teens 13 or older,33978
Nobody Knows,16,2020-03-02,2020-04-21,70.0,8.5,4529.0,422,747,15+ - Teens 15 or older,18298
Nokdu Flower,48,2019-04-26,2019-07-13,35.0,8.3,1705.0,968,1544,15+ - Teens 15 or older,8954
Nonstop,55,2000-05-15,2000-07-28,20.0,7.3,18.0,79333,14830,Not Yet Rated,271
Not Others,12,2023-07-17,2023-08-22,60.0,8.1,3984.0,1651,1266,15+ - Teens 15 or older,10960
"Now, We Are Breaking Up",16,2021-11-12,2022-01-08,60.0,6.7,7156.0,8927,581,15+ - Teens 15 or older,22196
Numbers,12,2023-06-23,2023-07-29,60.0,7.8,2453.0,3055,1392,15+ - Teens 15 or older,9934
Oasis,16,2023-03-06,2023-04-25,70.0,7.7,1523.0,4295,1531,15+ - Teens 15 or older,9049
OB & GY,20,,,,,,37052,2471,15+ - Teens 15 or older,5114
Oh Feel Young,16,2004-09-13,2004-11-02,70.0,7.0,175.0,83945,12118,Not Yet Rated,408
Oh My Baby,16,2020-05-13,2020-07-02,65.0,7.7,5188.0,3763,1057,15+ - Teens 15 or older,13249
Oh My Ghost,16,2015-07-03,2015-08-22,60.0,8.3,47868.0,1016,50,13+ - Teens 13 or older,91156
Oh My Ladylord,16,2021-03-24,2021-05-13,80.0,6.7,3677.0,9004,1143,15+ - Teens 15 or older,12304
Oh My Venus,16,2015-11-16,2016-01-05,60.0,8.3,49906.0,1133,47,13+ - Teens 13 or older,92197
Oh! My Lady,16,2021-03-24,2021-05-13,80.0,6.7,3677.0,9004,1143,15+ - Teens 15 or older,12304
"Oh, the Mysterious",16,2021-07-23,2021-09-11,20.0,8.2,8186.0,1300,688,15+ - Teens 15 or older,19380
Ohlala Couple,18,2012-10-01,2012-11-27,63.0,6.6,1249.0,9142,3865,Not Yet Rated,2844
Ojakgyo Family,58,2011-08-06,2012-02-19,62.0,8.1,3526.0,1904,1611,15+ - Teens 15 or older,8527
On Air,21,2008-03-05,2008-05-15,70.0,7.4,639.0,6260,5287,15+ - Teens 15 or older,1746
On the Verge of Insanity,16,2021-06-23,2021-08-26,70.0,8.1,820.0,1722,3347,15+ - Teens 15 or older,3483
On the Way to the Airport,16,2016-09-21,2016-11-10,60.0,7.7,2767.0,3899,1780,15+ - Teens 15 or older,7517
Once Again,8,2022-09-15,2022-10-06,25.0,7.7,4314.0,4023,1338,13+ - Teens 13 or older,10313
Once Upon a Small Town,12,2022-09-05,2022-09-28,34.0,8.0,13237.0,2385,485,13+ - Teens 13 or older,25123
One Dollar Lawyer,12,2022-09-23,2022-11-11,70.0,8.5,6611.0,529,840,13+ - Teens 13 or older,16311
One Fine Day,2,2014-02-01,2014-02-02,,7.2,3.0,81081,99999,Not Yet Rated,109
One More Happy Ending,16,2016-01-20,2016-03-10,70.0,7.9,8905.0,2997,690,15+ - Teens 15 or older,19347
One More Time,8,2016-10-26,2016-12-14,30.0,7.4,8833.0,6255,735,13+ - Teens 13 or older,18408
One Ordinary Day,8,2021-11-27,2021-12-19,70.0,8.5,7338.0,493,537,18+ Restricted (violence & profanity),23493
One Spring Night,32,2019-05-22,2019-07-11,35.0,8.3,21506.0,965,198,15+ - Teens 15 or older,45594
One Sunny Day,10,2014-12-19,2015-01-10,12.0,7.5,2837.0,5658,1973,Not Yet Rated,6712
One the Woman,16,2021-09-17,2021-11-06,70.0,8.1,5736.0,1613,998,15+ - Teens 15 or older,14177
One Warm Word,20,2013-12-02,2014-02-24,65.0,7.2,875.0,7676,4103,15+ - Teens 15 or older,2595
One Well-Raised Daughter,122,2013-12-02,2014-05-30,40.0,7.3,892.0,7143,3438,Not Yet Rated,3363
Only Love,123,2014-06-02,2014-12-12,40.0,6.7,57.0,87266,10061,15+ - Teens 15 or older,589
Only You,2,2022-11-28,2022-11-30,14.0,7.7,68.0,72732,14677,Not Yet Rated,277
Operation Proposal,16,2012-02-08,2012-03-29,65.0,7.3,4380.0,7225,1272,13+ - Teens 13 or older,10884
Orange Marmalade,12,2015-05-15,2015-07-24,50.0,6.8,15254.0,8853,257,Not Yet Rated,39489
Our Beloved Summer,16,2021-12-06,2022-01-25,60.0,8.7,42051.0,223,79,15+ - Teens 15 or older,77949
Our Blooming Youth,20,2023-02-06,2023-04-11,80.0,8.1,5699.0,1686,705,15+ - Teens 15 or older,19108
Our Blues,20,2022-04-09,2022-06-12,70.0,8.7,11999.0,281,324,15+ - Teens 15 or older,33995
Our Dating Sim,8,2023-03-09,2023-03-30,15.0,8.0,15583.0,2261,524,13+ - Teens 13 or older,23742
Our Gap-soon,61,2016-08-27,2017-04-08,70.0,7.1,1181.0,8209,2745,Not Yet Rated,4508
Over the Rainbow,16,2006-07-26,2006-09-14,64.0,6.9,656.0,8616,5256,13+ - Teens 13 or older,1758
Pachinko,8,2022-03-25,2022-04-29,54.0,8.4,5264.0,695,863,15+ - Teens 15 or older,15942
Padam Padam,20,2011-12-05,2012-02-07,65.0,7.7,3385.0,4095,1311,15+ - Teens 15 or older,10534
Pale Moon,10,2023-04-10,2023-05-09,65.0,7.8,90.0,71358,6452,18+ Restricted (violence & profanity),1281
Pandora: Beneath the Paradise,16,2023-03-11,2023-04-30,62.0,7.5,1287.0,5865,2199,15+ - Teens 15 or older,5847
Papa,18,1996-01-03,1996-02-29,60.0,6.9,26.0,84768,99999,Not Yet Rated,99
Partners for Justice,32,2018-05-14,2018-07-17,35.0,8.4,6064.0,801,976,15+ - Teens 15 or older,14456
Passionate Love,47,2013-09-28,2014-03-23,65.0,6.8,478.0,8881,4473,Not Yet Rated,2285
Payback,12,2023-01-06,2023-02-11,70.0,7.7,1120.0,3818,2734,15+ - Teens 15 or older,4538
Pegasus Market,12,2019-09-20,2019-12-06,75.0,8.2,1767.0,1394,2210,15+ - Teens 15 or older,5822
Perfume,32,2019-06-03,2019-07-23,35.0,7.7,5389.0,3691,770,15+ - Teens 15 or older,17715
Persona,4,,,20.0,7.1,7851.0,7870,924,18+ Restricted (violence & profanity),15161
Personal Taste,8,,,50.0,7.7,29241.0,3895,131,13+ - Teens 13 or older,58129
Phantom,8,2022-11-16,2022-12-07,30.0,7.2,410.0,7524,5540,15+ - Teens 15 or older,1634
Phoenix,26,2004-04-05,2004-06-29,60.0,7.3,468.0,7265,6682,13+ - Teens 13 or older,1213
Phoenix 2020,120,2020-10-26,2021-04-09,30.0,6.7,171.0,87688,6742,15+ - Teens 15 or older,1198
Piano,16,2001-11-21,2002-01-10,60.0,7.0,152.0,84148,9349,15+ - Teens 15 or older,670
Pied Piper,16,2016-03-07,2016-04-26,65.0,8.0,1123.0,2277,2706,15+ - Teens 15 or older,4604
Pink Lipstick,149,2010-01-11,2010-08-06,40.0,7.2,448.0,7619,7114,15+ - Teens 15 or older,1097
Pinocchio,20,2014-11-12,2015-01-15,58.0,8.4,64265.0,766,16,15+ - Teens 15 or older,132906
Player,14,2018-09-29,2018-11-11,65.0,8.3,6347.0,877,693,Not Yet Rated,19301
"Please Come Back, Soon-ae",16,2006-07-12,2006-08-31,60.0,6.8,111.0,86699,13481,Not Yet Rated,331
Please Don't Date Him,10,2020-11-10,2021-01-12,60.0,7.7,4331.0,3885,1124,15+ - Teens 15 or older,12501
Plus Nine Boys,14,2014-08-29,2014-10-11,67.0,7.8,4119.0,3421,1224,Not Yet Rated,11364
Police University,16,2021-08-09,2021-10-05,70.0,7.9,9407.0,2667,525,15+ - Teens 15 or older,23722
"Poong, the Joseon Psychiatrist",10,2023-01-11,2023-02-09,75.0,8.0,1287.0,2352,3141,Not Yet Rated,3789
Poseidon,16,2011-09-19,2011-11-08,67.0,6.8,1757.0,8776,2857,Not Yet Rated,4292
Possessed,16,2019-03-06,2019-04-25,65.0,7.3,3701.0,7280,1327,15+ - Teens 15 or older,10376
Potato Star 2013QR3,120,2013-09-23,2014-05-15,30.0,7.5,940.0,5315,2531,15+ - Teens 15 or older,4995
Pots of Gold,50,2013-04-06,2013-09-22,65.0,7.1,911.0,8025,3973,15+ - Teens 15 or older,2736
Precious Family,68,2004-10-16,2005-06-05,,7.8,26.0,71410,14828,Not Yet Rated,271
Pride and Prejudice,21,2014-10-27,2015-01-13,63.0,7.5,4109.0,5221,1177,15+ - Teens 15 or older,11860
Priest,16,2018-11-24,2019-01-20,60.0,7.9,1947.0,2509,2064,15+ - Teens 15 or older,6351
Prime Minister & I,17,2013-12-09,2014-02-04,60.0,7.3,9270.0,6971,734,Not Yet Rated,18456
Prince Hours,0,,,,,,37072,9411,15+ - Teens 15 or older,661
Princess Aurora,150,2013-05-20,2013-12-20,39.0,7.2,113.0,81773,8117,15+ - Teens 15 or older,872
Princess Hours,0,,,,,,37072,9411,15+ - Teens 15 or older,661
Princess Lulu,24,2011-07-20,2011-10-06,65.0,8.4,8545.0,597,620,15+ - Teens 15 or older,21108
Prison Playbook,16,2017-11-22,2018-01-18,92.0,9.0,27049.0,51,92,15+ - Teens 15 or older,72011
Private Lives,16,2020-10-07,2020-11-26,75.0,7.4,6979.0,6274,682,15+ - Teens 15 or older,19455
Prosecutor Princess,12,2015-05-15,2015-06-20,85.0,7.5,15233.0,5604,274,15+ - Teens 15 or older,37736
Protect the Boss,18,2011-08-03,2011-09-29,65.0,7.6,15939.0,4594,343,15+ - Teens 15 or older,32517
Psychopath Diary,16,2019-11-20,2020-01-09,80.0,8.3,10080.0,914,386,15+ - Teens 15 or older,29583
Punch,19,2014-12-15,2015-02-17,62.0,8.1,1540.0,1574,2222,15+ - Teens 15 or older,5789
Pure Boxer,12,2023-08-21,2023-10-02,70.0,8.0,590.0,2061,2151,15+ - Teens 15 or older,6013
Pure Love,125,2013-02-18,2013-08-16,35.0,7.4,41.0,76737,9727,Not Yet Rated,625
Pure Pumpkin Flower,124,2010-11-15,2011-04-11,30.0,7.2,34.0,81278,15891,15+ - Teens 15 or older,234
Que Sera Sera,0,,,,,,36762,3946,15+ - Teens 15 or older,2768
Queen and I,16,2012-04-18,2012-06-07,45.0,8.4,21953.0,683,184,15+ - Teens 15 or older,48537
Queen for Seven Days,20,2017-05-31,2017-08-03,60.0,8.2,7382.0,1222,626,15+ - Teens 15 or older,20964
Queen of Housewives,16,2018-02-28,2018-04-19,65.0,7.9,1997.0,2398,2552,15+ - Teens 15 or older,4966
Queen of Mystery,16,2017-04-05,2017-05-25,60.0,8.2,4089.0,1427,1249,15+ - Teens 15 or older,11131
Queen of Mystery 2,16,2018-02-28,2018-04-19,65.0,7.9,1997.0,2398,2552,15+ - Teens 15 or older,4966
Queen of Reversals,16,2018-02-28,2018-04-19,65.0,7.9,1997.0,2398,2552,15+ - Teens 15 or older,4966
Queen of Masks,16,2023-04-24,2023-06-13,80.0,7.4,260.0,6582,6023,Not Yet Rated,1430
Queen Seondeok,16,1999-08-11,1999-09-30,60.0,4.0,1.0,99999,99999,Not Yet Rated,21
Queen: Love and War,16,2019-12-14,2020-02-09,70.0,7.9,3240.0,2713,1530,15+ - Teens 15 or older,9057
Queenmaker,11,,,67.0,8.2,2251.0,1177,2322,15+ - Teens 15 or older,5501
Quiz of God,12,2011-06-10,2011-08-26,50.0,8.2,2044.0,1203,2915,15+ - Teens 15 or older,4175
Racket Boys,16,2021-05-31,2021-08-09,75.0,8.7,11241.0,196,462,15+ - Teens 15 or older,25881
Radiant Office,16,2017-03-15,2017-05-04,60.0,7.5,4565.0,5509,1292,15+ - Teens 15 or older,10744
Radio Romance,16,2018-01-29,2018-03-20,70.0,7.5,16902.0,5288,222,15+ - Teens 15 or older,42765
Rain or Shine,16,2017-12-11,2018-01-30,73.0,8.5,33449.0,438,71,15+ - Teens 15 or older,79871
Reborn Rich,16,2022-11-18,2022-12-25,75.0,8.5,14909.0,414,270,15+ - Teens 15 or older,38256
Record of Youth,16,2020-09-07,2020-10-27,75.0,7.5,23929.0,5469,161,15+ - Teens 15 or older,52535
Red Balloon,20,2022-12-17,2023-02-26,85.0,7.4,738.0,6522,3677,15+ - Teens 15 or older,3054
Red Shoes,100,2021-07-05,2021-12-10,35.0,6.9,228.0,8712,7787,15+ - Teens 15 or older,939
Reflection of You,16,2021-10-13,2021-12-02,70.0,7.4,1832.0,6294,1978,15+ - Teens 15 or older,6688
Remarriage & Desires,8,,,60.0,8.1,7896.0,1776,1001,15+ - Teens 15 or older,14129
Remember,14,2002-09-18,2002-10-31,,7.5,21.0,75323,12998,Not Yet Rated,356
"Remember, Hari",8,2019-02-15,2019-04-05,16.0,7.6,190.0,4982,9510,15+ - Teens 15 or older,650
