kdrama_name,imdb_rating,imdb_users,imdb_description
"['mystery', 'romance', 'youth', 'supernatural']",The Great Shaman Ga Doo-shim,N/A,N/A
"['comedy', 'drama', 'political']",The Great Show,7.1,134
"['business', 'comedy', 'romance']",The Greatest Love,7.8,"1,142"
"['comedy', 'romance', 'family', 'melodrama']",The Greatest Marriage,6.6,154
"['action', 'thriller', 'mystery', 'law']",The Guardians,N/A,N/A
"['thriller', 'mystery', 'horror', 'supernatural']",The Guest,N/A,N/A
"['comedy', 'romance', 'drama', 'melodrama']",The Heirs,N/A,N/A
"['comedy', 'romance', 'drama', 'fantasy']",The Heavenly Idol,6.5,602
"['music', 'historical', 'romance', 'melodrama']",The Hymn of Death,N/A,N/A
"['comedy', 'romance', 'drama', 'fantasy']",The Idle Mermaid,N/A,N/A
['music'],The Idolmaster KR,N/A,N/A
"['romance', 'drama', 'melodrama']",The Innocent Man,7.6,"2,163"
"['romance', 'life', 'drama', 'melodrama']",The Interest of Love,6.5,"1,066"
"['historical', 'drama', 'political']",The Jingbirok: A Memoir of Imjin War,N/A,N/A
"['action', 'thriller', 'psychological', 'romance']",2,7.8,"8,581"
"['thriller', 'mystery', 'comedy']",The Killer's Shopping List,7,244
"['thriller', 'mystery', 'horror']",The Killing Vote,7.8,323
"['military', 'comedy', 'romance', 'drama']",2,7.6,"1,450"
"['historical', 'drama', 'political']",The King and I,7.8,34
['historical'],The King and the Queen,N/A,N/A
"['historical', 'romance', 'drama', 'political']",The King in Love,N/A,N/A
"['historical', 'drama']",The King of Chudong Palace,N/A,N/A
"['business', 'comedy', 'romance', 'drama']",The King of Dramas,7.5,116
"['thriller', 'mystery', 'drama']",The King of Pigs,N/A,N/A
"['thriller', 'historical', 'drama', 'political']","The King of Tears, Lee Bang-won",4.1,171
"['mystery', 'romance', 'drama', 'sci-fi']",The King: Eternal Monarch,8.1,"14,640"
"['historical', 'romance', 'drama']",The King's Affection,7.9,"4,894"
"['historical', 'romance', 'drama']","The King's Daughter, Soo Baek-hyang",N/A,N/A
"['historical', 'romance', 'drama', 'medical']",The King's Doctor,N/A,N/A
"['action', 'thriller', 'historical', 'romance']",The King's Face,6.9,144
"['comedy', 'romance', 'drama', 'fantasy']",The Kingdom of the Winds,7.6,"1,253"
"['thriller', 'mystery', 'romance', 'drama']",The Lady in Dignity,7.5,319
"['action', 'thriller', 'mystery', 'romance']",The Last Empress,7.1,699
"['romance', 'youth', 'sports']",The Last Match,N/A,N/A
"['comedy', 'law', 'romance']",The Law Cafe,7.4,865
"['comedy', 'romance', 'drama', 'fantasy']",The Legend,7.7,241
"['comedy', 'romance', 'drama', 'fantasy']",The Legend of the Blue Sea,N/A,N/A
"['music', 'comedy', 'romance', 'youth']",The Liar and His Lover,N/A,N/A
"['thriller', 'mystery', 'drama']",The Lies Within,7.1,512
"['romance', 'life', 'drama', 'melodrama']",The Light in Your Eyes,7.8,"1,041"
"['comedy', 'romance', 'life', 'youth']",The Love Is Coming,N/A,N/A
"['comedy', 'romance', 'life']",The Lover,7.2,177
"['action', 'comedy', 'romance', 'drama']",The Man in the Mask,N/A,N/A
"['food', 'mystery', 'drama', 'melodrama']",The Master of Revenge,7.8,43
"['historical', 'drama']",The Merchant,N/A,N/A
"['historical', 'business', 'melodrama', 'political']",2015,8,65
"['comedy', 'romance', 'drama', 'supernatural']",The Miracle,6.2,263
"['comedy', 'romance', 'fantasy', 'melodrama']",The Miracle We Met,N/A,N/A
"['life', 'melodrama']",The Most Beautiful Goodbye,N/A,N/A
"['music', 'romance', 'drama', 'melodrama']",The Musical,6.1,36
"['mystery', 'horror', 'youth', 'supernatural']",The Mysterious Class,N/A,N/A
"['romance', 'drama', 'melodrama']",The Noblesse,N/A,N/A
"['mystery', 'romance', 'drama', 'melodrama']",The One and Only,N/A,N/A
"['adventure', 'comedy', 'romance', 'life']",The Package,7.5,420
"['thriller', 'mystery', 'drama']",The Penthouse: War in Life,7.9,"3,656"
"['action', 'historical', 'romance', 'political']",The Princess' Man,8.2,614
"['comedy', 'romance', 'drama']",The Producers,7.3,"1,594"
"['romance', 'melodrama']",The Promise,N/A,N/A
"['business', 'comedy', 'romance', 'drama']",The Queen of Office,7.8,73
"['youth', 'drama']",The Queen's Classroom,7.7,88
"['romance', 'drama', 'melodrama']",The Real Has Come!,N/A,N/A
"['action', 'thriller', 'historical', 'romance']",The Rebel,N/A,N/A
"['historical', 'romance', 'drama', 'melodrama']",The Red Sleeve,N/A,N/A
"['historical', 'drama']",The Reputable Family,5.7,7
"['drama', 'family', 'melodrama']",The Return of Hwang Geum-bok,7.9,11
"['romance', 'drama', 'melodrama']",The Rich Son,N/A,N/A
"['romance', 'family']",The Road Home,N/A,N/A
"['thriller', 'mystery', 'drama']",The Road: The Tragedy of One,N/A,N/A
"['action', 'historical', 'comedy', 'drama']",The Royal Gambler,7.5,291
"['mystery', 'law', 'drama']",The Running Mates: Human Rights,7.3,17
"['thriller', 'romance', 'drama', 'melodrama']",The Scandal,N/A,N/A
"['historical', 'mystery', 'romance', 'fantasy']",The Scholar Who Walks the Night,7.2,"1,071"
"['mystery', 'horror', 'comedy', 'supernatural']",The School Nurse Files,6.4,"1,451"
"['romance', 'drama', 'melodrama']",The Second Husband,N/A,N/A
"['thriller', 'romance', 'drama']",The Secret House,N/A,N/A
"['business', 'comedy', 'romance', 'drama']",The Secret Life of My Secretary,7.3,"1,392"
"['romance', 'drama']",The Secret Lovers,N/A,N/A
"['romance', 'drama', 'melodrama']",The Secret of Birth,N/A,N/A
"['romance', 'drama', 'family', 'melodrama']",The Secret of My Love,6,8
"['historical', 'mystery', 'romance', 'drama']",The Secret Romantic Guesthouse,7.3,286
"['thriller', 'mystery', 'horror', 'sci-fi']",The Silent Sea,6.9,"23,582"
"['thriller', 'drama', 'melodrama']",The Slingshot,7.4,42
"['thriller', 'mystery', 'romance', 'drama']",The Smile Has Left Your Eyes,7.9,"1,586"
"['adventure', 'mystery', 'fantasy']",The Snow Queen,7.9,229
"['music', 'psychological', 'drama', 'fantasy']",The Sound of Magic,7.6,"4,621"
"['comedy', 'life', 'sitcom']",The Sound of Your Heart,8.2,"1,392"
"['action', 'mystery', 'comedy', 'romance']",The Spies Who Loved Me,6.4,226
"['mystery', 'drama', 'melodrama']",The Suspicious Housekeeper,7.5,174
"['action', 'historical', 'comedy', 'romance']",The Tale of Nokdu,7.8,"1,672"
"['food', 'comedy', 'romance', 'drama']",The Third Charm,6.2,442
"['comedy', 'life', 'drama', 'medical']",The Third Hospital,N/A,N/A
"['action', 'adventure', 'historical', 'romance']",The Three Musketeers,7.2,148
"['comedy', 'romance', 'drama', 'fantasy']",The Three Witches,N/A,N/A
"['comedy', 'romance', 'youth']",The Time,N/A,N/A
"['comedy', 'romance', 'youth']",The Time We Were Not in Love,7.1,414
"['action', 'mystery', 'drama', 'supernatural']",The Uncanny Counter,8,"9,924"
"['comedy', 'romance', 'life', 'drama']",The Undateables,N/A,N/A
"['thriller', 'mystery', 'supernatural']",The Vampire Detective,N/A,N/A
"['action', 'thriller', 'mystery', 'crime']",The Veil,7.5,"1,059"
"['thriller', 'mystery', 'horror', 'supernatural']",The Village: Achiara's Secret,7,257
"['comedy', 'romance', 'drama', 'family']",The Virtual Bride,N/A,N/A
"['thriller', 'mystery', 'medical']",The Virus,N/A,N/A
"['comedy', 'romance', 'family']",The Wedding Scheme,6.3,13
"['romance', 'drama', 'melodrama']",The Wind Blows,7.3,141
"['psychological', 'life', 'fantasy', 'supernatural']",The Witch's Diner,N/A,N/A
"['thriller', 'romance', 'drama', 'melodrama']",The World of the Married,8,"3,201"
"['action', 'thriller', 'mystery', 'crime']",The Worst of Evil,N/A,N/A
"['romance', 'life', 'drama']",Thirty-Nine,N/A,N/A
"['romance', 'life', 'drama']",This Is My Love,N/A,N/A
"['music', 'comedy', 'romance', 'supernatural']",Thousand Years of Love,6.1,38
"['comedy', 'romance', 'family']",Three Bold Siblings,7.2,23
"['comedy', 'romance', 'drama', 'fantasy']",Three Color Fantasy,N/A,N/A
"['comedy', 'romance', 'drama', 'fantasy']",Queen of the Ring,N/A,N/A
"['comedy', 'romance', 'drama', 'fantasy']",Romance Full of Life,N/A,N/A
"['thriller', 'mystery', 'sci-fi']",The Universe's Star,N/A,N/A
"['action', 'thriller', 'drama']",Three Days,7.1,215
"['comedy', 'sitcom']",Three Friends,N/A,N/A
['drama'],Three Sisters,N/A,N/A
"['drama', 'family']",Thrice Married Woman,N/A,N/A
"['thriller', 'mystery', 'drama']",Through the Darkness,N/A,N/A
"['thriller', 'mystery', 'fantasy', 'political']",Times,7,125
['romance'],To My Beloved,N/A,N/A
"['comedy', 'romance', 'drama', 'sports']",To the Beautiful You,7.2,"2,078"
"['business', 'comedy', 'life', 'drama']",Today's Webtoon,7.2,546
"['romance', 'drama']","Toji, the Land",8,8
['romance'],Tokyo Sun Shower,N/A,N/A
"['action', 'thriller', 'drama', 'fantasy']",Tomorrow,7.9,"11,596"
"['romance', 'life', 'youth']",Tomorrow Boy,5.8,13
"['romance', 'drama', 'melodrama', 'supernatural']","Tomorrow, with You",N/A,N/A
"['romance', 'life', 'drama', 'supernatural']",Top Management,7,224
"['comedy', 'romance', 'drama']",Top Star U-back,N/A,N/A
"['business', 'comedy', 'romance', 'drama']",Touch,7.1,89
"['comedy', 'law', 'romance', 'drama']",Touch Your Heart,7.6,"4,467"
"['action', 'thriller', 'mystery', 'drama']",Tracer,7.4,132
"['thriller', 'mystery', 'sci-fi']",Train,7.8,"1,081"
"['thriller', 'mystery', 'psychological', 'drama']",Trap,7.1,156
"['historical', 'drama']",Tree of Heaven,7.4,163
"['action', 'business', 'romance', 'drama']",Triangle,N/A,N/A
['drama'],Trio,N/A,N/A
"['comedy', 'romance', 'youth']",Triple,N/A,N/A
"['mystery', 'romance', 'melodrama', 'political']",Trolley,6.9,372
"['comedy', 'romance', 'youth', 'drama']",True Beauty,8,"11,518"
"['action', 'thriller', 'drama']",Tunnel,8.3,"3,301"
"['romance', 'life', 'melodrama']",Twelve Nights,6.4,61
"['romance', 'life', 'drama', 'melodrama']",Twenty-Five Twenty-One,N/A,N/A
"['romance', 'drama', 'family', 'melodrama']",Twinkle Twinkle,7.8,32
"['mystery', 'comedy', 'romance', 'supernatural']",Two Cops,7.2,477
"['romance', 'drama', 'family', 'melodrama']",Two Mothers,7.1,22
"['action', 'thriller', 'mystery', 'drama']",Two Outs in the Ninth Inning,N/A,N/A
"['action', 'thriller', 'mystery', 'drama']",Two Weeks,N/A,N/A
"['romance', 'drama', 'melodrama']",Two Wives,N/A,N/A
"['romance', 'drama', 'melodrama']",Two Women's Room,8.6,11
"['business', 'romance', 'melodrama']",Ugly Alert,8.5,71
"['comedy', 'romance', 'life']",Ugly Miss Young-ae,N/A,N/A
"['comedy', 'romance', 'drama']",Unasked Family,6.4,15
"['music', 'comedy', 'drama']",Uncle,8.1,106
"['action', 'mystery', 'comedy', 'supernatural']",Uncanny Counter,N/A,N/A
"['comedy', 'romance', 'drama', 'melodrama']",Uncontrollably Fond,7.8,"3,627"
"['historical', 'comedy', 'drama', 'political']",Under the Queen's Umbrella,N/A,N/A
"['action', 'thriller', 'mystery', 'crime']",Undercover,7.6,253
"['comedy', 'romance', 'drama']",Unkind Ladies,6.6,33
"['drama', 'family', 'melodrama']",Unknown Woman,3,51
"['thriller', 'mystery', 'comedy', 'fantasy']",Unlock My Boss,7.3,576
"['comedy', 'romance']",Unstoppable Marriage,8.5,17
['drama'],Until the Azalea Blooms,N/A,N/A
"['action', 'thriller', 'mystery', 'business']",Untouchable,7.3,79
"['action', 'thriller', 'mystery', 'crime']",Vagabond,8.1,"10,417"
"['comedy', 'drama', 'supernatural', 'sitcom']",Vampire Idol,7.1,35
"['action', 'mystery', 'drama', 'supernatural']",Vampire Prosecutor,7.5,251
"['thriller', 'romance', 'drama', 'melodrama']",Vengeance of the Bride,N/A,N/A
"['action', 'thriller', 'psychological', 'crime']",Vigilante,N/A,N/A
"['comedy', 'law', 'crime', 'drama']",Vincenzo,8.4,"24,600"
"['thriller', 'mystery', 'psychological']",Voice,7.6,"2,420"
"['thriller', 'comedy', 'romance', 'fantasy']",W,8,"12,827"
"['comedy', 'romance', 'drama', 'family']",Wang's Family,N/A,N/A
"['food', 'romance', 'drama']",Want a Taste?,N/A,N/A
"['mystery', 'drama', 'melodrama']",Wanted,7,86
"['business', 'romance']",War of Money,N/A,N/A
"['food', 'comedy', 'romance']",Warm and Cozy,6.8,515
"['action', 'historical', 'romance', 'martial arts']",Warrior Baek Dong-soo,N/A,N/A
"['comedy', 'romance', 'drama']",Was It Love?,N/A,N/A
"['thriller', 'mystery', 'drama', 'political']",Watcher,7.8,541
"['romance', 'life', 'drama']",We Are Dating Now,7.3,38
"['action', 'youth', 'drama']",1,N/A,N/A
"['music', 'romance', 'youth']",We Broke Up,N/A,N/A
"['romance', 'drama']",Wedding,N/A,N/A
"['comedy', 'romance', 'life', 'youth']",3,N/A,N/A
"['comedy', 'romance', 'life', 'sports']",Weightlifting Fairy Kim Bok-joo,8.3,"11,677"
"['romance', 'life', 'drama']",Welcome,7.1,617
"['comedy', 'law', 'romance', 'fantasy']",2,7.2,196
"['comedy', 'romance', 'drama', 'family']",Welcome Rain to My Life,N/A,N/A
"['comedy', 'romance', 'life', 'drama']",Welcome to Waikiki,8.2,"2,976"
"['comedy', 'romance', 'life', 'drama']",2,N/A,N/A
"['romance', 'life', 'drama']",Welcome to Wedding Hell,6.1,215
"['historical', 'drama', 'political']",West Palace,N/A,N/A
"['comedy', 'romance', 'drama']",What Happens to My Family?,N/A,N/A
['romance'],What's for Dinner?,N/A,N/A
"['comedy', 'romance', 'life']",What's Up,N/A,N/A
"['comedy', 'romance', 'life']",What's Up Fox,N/A,N/A
"['business', 'comedy', 'romance']",What's Wrong with Secretary Kim,8.1,"16,276"
"['romance', 'drama']",When a Man Falls in Love,N/A,N/A
"['romance', 'drama', 'melodrama']",When I Was the Most Beautiful,6.8,130
"['romance', 'life', 'drama', 'family']",When My Love Blooms,7.4,534
"['thriller', 'comedy', 'romance', 'drama']",When the Camellia Blooms,7.9,"2,960"
"['music', 'comedy', 'drama', 'fantasy']",When the Devil Calls Your Name,7.5,222
"['romance', 'life', 'drama', 'melodrama']",When the Weather Is Fine,7.8,"1,922"
['romance'],When Women Powder Twice,N/A,N/A
"['comedy', 'romance', 'fantasy', 'melodrama']",Where Stars Land,7.1,"1,190"
"['romance', 'youth', 'drama', 'melodrama']",Where Your Eyes Linger,N/A,N/A
"['comedy', 'romance', 'life', 'drama']",Which Star Are You From,7.5,53
"['romance', 'drama', 'melodrama']",While You Were Sleeping,8.3,"8,878"
"['thriller', 'law', 'romance', 'drama']",Whisper,7.1,204
"['romance', 'family']",White Lie,N/A,N/A
"['action', 'drama']",3.98,N/A,N/A
"['mystery', 'horror', 'romance', 'supernatural']",Who Are You?,7.4,50
"['mystery', 'law', 'romance', 'melodrama']",Why Her,7.6,"1,038"
"['romance', 'life', 'drama']",Wife Returns,N/A,N/A
"['comedy', 'romance', 'sports']",Wild Romance,7.1,293
"['mystery', 'law', 'drama']",Witch at Court,N/A,N/A
['action'],Witch Yoo Hee,N/A,N/A
"['business', 'comedy', 'romance']",Witch's Love,N/A,N/A
"['food', 'comedy', 'romance', 'drama']",Wok of Love,7.4,"1,255"
"['thriller', 'romance', 'drama', 'melodrama']",Woman in a Veil,N/A,N/A
"['thriller', 'mystery', 'drama']",9.9,7.3,97
['romance'],"Woman of Matchless Beauty, Park Jung-geum",N/A,N/A
"['law', 'drama', 'melodrama']",Woman with a Suitcase,7,65
"['romance', 'drama', 'melodrama']",Women in the Sun,N/A,N/A
"['romance', 'drama']",Wonderful Days,7.6,73
"['comedy', 'romance', 'drama', 'melodrama']",Wonderful Life,6.8,123
"['romance', 'drama', 'family', 'melodrama']",Wonderful Mama,6.2,17
"['comedy', 'romance', 'drama', 'melodrama']",Woori the Virgin,5.2,278
"['comedy', 'life', 'drama']","Work Later, Drink Now",N/A,N/A
['romance'],Working Mom,7.1,10
"['comedy', 'drama', 'family', 'melodrama']",Working Mom Parenting Daddy,N/A,N/A
"['romance', 'youth', 'drama', 'family']",Wuri's Family,N/A,N/A
"['business', 'romance', 'life', 'drama']",XX,N/A,N/A
['historical'],Yeon Gaesomun,N/A,N/A
"['comedy', 'life']",539,N/A,N/A
"['music', 'business', 'comedy']",YG Future Strategy Office,N/A,N/A
"['life', 'drama', 'sci-fi', 'melodrama']",Yonder,N/A,N/A
"['action', 'romance', 'drama', 'medical']",Yong-pal,N/A,N/A
"['drama', 'melodrama']",You and I,8,11
"['romance', 'drama', 'melodrama']",You Are a Gift,N/A,N/A
"['business', 'comedy', 'romance', 'drama']",You Are My Destiny,7.5,109
"['thriller', 'mystery', 'romance', 'drama']",You Are My Spring,7.4,850
"['comedy', 'romance', 'drama', 'family']",You Are the Best!,7.3,286
"['romance', 'drama', 'family', 'melodrama']",You Are the Boss!,N/A,N/A
"['romance', 'drama', 'family']",You Are the Only One,6.1,9
"['music', 'drama', 'family', 'melodrama']",You Are Too Much,N/A,N/A
"['romance', 'drama']",You Don't Know Women,N/A,N/A
"['comedy', 'romance', 'life', 'drama']",You Drive Me Crazy,N/A,N/A
"['action', 'mystery', 'comedy', 'drama']",You're All Surrounded,7.5,"1,404"
"['music', 'comedy', 'romance', 'drama']",You're Beautiful,N/A,N/A
"['romance', 'drama', 'family']",You're Only Mine,N/A,N/A
"['comedy', 'romance', 'family', 'melodrama']",Young Lady and Gentleman,6.4,475
N/A,Your Honor,7.6,305
"['comedy', 'romance', 'life']",Your House Helper,7,187
"['romance', 'drama', 'family', 'melodrama']",Your Lady,8,8
"['mystery', 'comedy', 'romance', 'family']",Your Neighbor's Wife,6.9,9
"['music', 'life', 'youth', 'drama']",Youth,N/A,N/A
"['romance', 'youth', 'drama', 'melodrama']",Youth of May,8.3,"1,892"
"['comedy', 'romance', 'life']",Yumi's Cells,8.2,"2,540"
"['thriller', 'mystery', 'comedy', 'fantasy']",Zombie Detective,7.3,993
