kdrama_name,original_networks
"['music', 'mystery', 'comedy', 'romance']",KBS
"['mystery', 'romance', 'drama']",Netflix
"['mystery', 'romance', 'drama']", TV Chosun
"['comedy', 'romance', 'drama', 'sci-fi']",MBC
"['romance', 'drama', 'melodrama']",KBS
"['romance', 'drama', 'melodrama']",KBS
"['romance', 'drama', 'melodrama']",tvN
"['romance', 'youth', 'drama']",Viki
"['music', 'comedy', 'life', 'youth']",KBS
"['music', 'youth', 'drama']",iQiyi
"['music', 'youth', 'drama']", jTBC
['drama'],MBC
"['romance', 'life', 'drama', 'medical']",KBS
"['romance', 'life', 'drama', 'medical']", ViuTV
"['historical', 'drama']",MBC
"['life', 'supernatural']",MBC every
"['music', 'comedy', 'romance', 'drama']",KBS
"['music', 'comedy', 'romance', 'drama']", Viki
"['action', 'military', 'historical', 'drama']",KBS
"['romance', 'drama']",KBS
"['business', 'romance', 'drama']",SBS
"['thriller', 'mystery', 'law', 'drama']",SBS
"['action', 'thriller', 'law']",jTBC
"['action', 'thriller', 'mystery', 'comedy']",jTBC
"['action', 'thriller', 'mystery', 'comedy']", Netflix
"['action', 'historical', 'romance', 'drama']",KBS
"['historical', 'drama']",jTBC
"['historical', 'drama', 'political']",TV Chosun
"['business', 'comedy', 'romance', 'drama']",tvN
"['romance', 'youth']",vLive
"['romance', 'drama', 'melodrama']",MBC
"['action', 'romance', 'drama']",KBS
"['action', 'romance', 'drama']",KBS
"['comedy', 'romance', 'youth']",tvN
"['action', 'thriller', 'horror', 'fantasy']",Amazon Prime
"['action', 'thriller', 'horror', 'fantasy']", TVING
"['business', 'romance', 'life', 'drama']",jTBC
"['business', 'romance', 'life', 'drama']", Netflix
"['action', 'thriller', 'mystery', 'supernatural']",MBC
['romance'],KBS
"['psychological', 'comedy', 'romance', 'drama']",Netflix
"['psychological', 'comedy', 'romance', 'drama']", tvN
"['psychological', 'comedy', 'romance', 'drama']",SBS
"['psychological', 'comedy', 'romance', 'drama']",SBS
"['comedy', 'romance', 'life', 'drama']",NA
"['romance', 'drama', 'melodrama']",MBC
"['historical', 'romance', 'drama']",SBS
"['historical', 'drama']",KBS
"['action', 'adventure', 'historical', 'comedy', 'romance', 'martial arts', 'supernatural']",KBS
"['action', 'thriller', 'historical', 'political']",KBS
"['comedy', 'romance', 'life']",TV Chosun
"['mystery', 'romance', 'fantasy', 'melodrama']",KBS
"['mystery', 'romance', 'fantasy', 'melodrama']", Viki
"['thriller', 'mystery', 'drama', 'fantasy']",iQiyi
"['thriller', 'mystery', 'drama', 'fantasy']", tvN
"['comedy', 'romance']",KBS
"['action', 'historical', 'drama', 'fantasy']",SBS
"['action', 'historical', 'drama', 'fantasy']", Viki
"['historical', 'law', 'romance', 'drama']",MBC
"['historical', 'romance', 'fantasy']",TV Chosun
"['action', 'historical', 'drama', 'fantasy']",SBS
"['action', 'historical', 'drama', 'fantasy']", Viki
"['music', 'comedy', 'life']",jTBC
"['music', 'comedy', 'life']", Naver TV Cast
"['thriller', 'mystery', 'psychological', 'drama']",KBS
"['comedy', 'law', 'romance', 'drama']",SBS
"['business', 'comedy', 'romance', 'drama']",KBS
"['comedy', 'sitcom']",MBC
"['youth', 'drama']",KBS
"['mystery', 'life', 'youth', 'drama']",KBS
"['comedy', 'romance', 'life', 'drama']",jTBC
"['comedy', 'romance', 'life', 'drama']", Viki
"['romance', 'life', 'drama', 'sports']",KBS
"['thriller', 'mystery', 'law', 'drama']",KBS
"['law', 'drama']",Netflix
"['action', 'thriller', 'drama', 'sci-fi']",MBC
['drama'],KBS
"['comedy', 'romance', 'fantasy']",Naver TV Cast
"['romance', 'drama']",MBC
"['romance', 'drama', 'melodrama']",MBC
"['thriller', 'mystery', 'comedy', 'romance']",SBS
"['life', 'drama']",MBC
"['romance', 'drama', 'melodrama']",KBS
"['drama', 'family', 'melodrama']",KBS
"['drama', 'family', 'melodrama']",KBS
"['historical', 'drama']",KBS
"['romance', 'drama', 'family', 'melodrama']",KBS
"['historical', 'romance', 'drama', 'family']",KBS
"['historical', 'romance', 'drama', 'family', 'melodrama']",KBS
"['drama', 'melodrama']",KBS
"['romance', 'melodrama']",KBS
"['romance', 'life', 'drama', 'melodrama']",KBS
"['romance', 'medical']",KBS
"['romance', 'family']",KBS
['drama'],KBS
"['romance', 'drama', 'family', 'melodrama']",KBS
"['historical', 'romance', 'drama', 'family', 'melodrama']",KBS
"['thriller', 'drama']",tvN
"['action', 'thriller', 'mystery', 'drama']",OCN
"['psychological', 'comedy', 'romance', 'drama']",MBC
"['drama', 'fantasy']",jTBC
"['mystery', 'comedy', 'sci-fi']",Naver TV Cast
"['mystery', 'comedy', 'sci-fi']", vLive
"['mystery', 'comedy', 'drama', 'sitcom']",MBC
"['mystery', 'comedy', 'drama', 'sitcom']",MBC
"['food', 'mystery', 'romance', 'family']",jTBC
"['romance', 'drama', 'melodrama']",SBS
"['comedy', 'romance']",jTBC
"['comedy', 'romance']", Netflix
"['comedy', 'romance']", TVING
"['thriller', 'historical', 'horror', 'political']",Netflix
"['historical', 'romance', 'drama', 'supernatural']",TV Chosun
"['comedy', 'romance', 'fantasy', 'supernatural']",Disney
"['comedy', 'romance', 'fantasy', 'supernatural']", Hulu
"['business', 'comedy', 'life', 'drama']",MBC
"['comedy', 'romance', 'medical', 'fantasy']",MBC
"['action', 'military', 'romance', 'political']",TV Chosun
"['action', 'thriller', 'mystery', 'sci-fi']",tvN
"['comedy', 'romance', 'family', 'melodrama']",KBS
"['romance', 'drama', 'melodrama']",SBS
"['action', 'thriller', 'crime']",jTBC
"['food', 'life', 'drama']",SBS
"['mystery', 'law', 'crime', 'drama']",jTBC
"['mystery', 'law', 'crime', 'drama']", Netflix
"['action', 'thriller', 'law', 'romance']",tvN
"['thriller', 'law', 'romance']",MBC
"['mystery', 'business', 'romance', 'melodrama']",KBS
"['mystery', 'business', 'romance', 'melodrama']",KBS
"['mystery', 'comedy', 'law', 'drama']",jTBC
"['mystery', 'comedy', 'law', 'drama']", Viki
"['historical', 'comedy', 'romance']",MBC
"['thriller', 'mystery', 'psychological', 'drama']",MBC
"['music', 'comedy', 'romance', 'drama']",iQiyi
"['music', 'comedy', 'romance', 'drama']", SBS
"['mystery', 'psychological', 'romance', 'melodrama']",SBS
"['food', 'comedy', 'romance', 'drama']",tvN
"['food', 'comedy', 'romance', 'drama']",tvN
"['food', 'comedy', 'romance', 'life']",tvN
"['business', 'comedy', 'romance']",DramaX
"['business', 'comedy', 'romance']", MBN
"['business', 'comedy', 'romance']", Viki
"['action', 'mystery', 'comedy', 'crime']",TV Chosun
"['thriller', 'mystery', 'psychological', 'drama']",tvN
"['thriller', 'romance', 'melodrama']",Channel A
"['comedy', 'romance']",SBS
"['thriller', 'mystery', 'psychological', 'drama']",ENA
"['thriller', 'mystery', 'psychological', 'drama']", Genie TV
"['thriller', 'psychological', 'drama', 'medical']",jTBC
"['thriller', 'psychological', 'drama', 'medical']", Netflix
"['business', 'romance', 'drama']",KBS
"['action', 'mystery', 'psychological', 'comedy']",OCN
"['military', 'comedy', 'romance', 'political']",MBC
"['romance', 'youth', 'drama']",Viki
"['romance', 'family']",KBS
"['mystery', 'romance', 'drama', 'fantasy']",tvN
"['comedy', 'romance', 'life', 'drama']",jTBC
"['comedy', 'romance', 'drama', 'melodrama']",MBC
"['romance', 'drama', 'family']",SBS
"['romance', 'life', 'drama']",Netflix
"['romance', 'life', 'drama']", tvN
"['comedy', 'romance', 'youth', 'drama']",jTBC
"['comedy', 'romance', 'youth', 'drama']", Naver TV Cast
"['comedy', 'romance', 'youth', 'drama']", Viki
"['historical', 'romance', 'medical', 'fantasy']",tvN
"['romance', 'family', 'melodrama']",KBS
"['comedy', 'romance', 'drama']",KBS
"['comedy', 'sitcom']",jTBC
"['action', 'thriller', 'romance', 'drama']",SBS
"['action', 'thriller', 'mystery', 'comedy']",OCN
"['action', 'thriller', 'mystery', 'drama']",ENA
"['action', 'thriller', 'mystery', 'drama']", Genie TV
"['action', 'thriller', 'mystery', 'drama']", TVING
"['action', 'thriller', 'mystery', 'drama']", Viki
"['mystery', 'drama']",KBS
"['romance', 'drama', 'melodrama']",NA
"['life', 'drama', 'melodrama']",iQiyi
"['life', 'drama', 'melodrama']", jTBC
"['romance', 'drama', 'family', 'melodrama']",KBS
"['mystery', 'romance', 'drama']",Netflix
"['mystery', 'romance', 'drama']", TV Chosun
"['romance', 'life', 'drama', 'family', 'melodrama']",jTBC
"['comedy', 'romance', 'youth', 'drama']",Netflix
"['business', 'comedy', 'romance', 'melodrama']",MBN
"['business', 'comedy', 'romance', 'melodrama']", Viki
"['romance', 'drama', 'sports', 'melodrama']",KBS
"['drama', 'melodrama']",KBS
"['comedy', 'romance']",MBC
"['music', 'comedy', 'romance', 'supernatural']",Naver TV Cast
['drama'],KBS
"['business', 'comedy', 'romance']",tvN
"['business', 'comedy', 'romance']", Viki
"['romance', 'drama']",jTBC
"['romance', 'drama', 'melodrama']",MBC
"['historical', 'comedy', 'romance', 'drama']",KBS
"['comedy', 'romance']",ENA
"['comedy', 'romance']", Viki
['romance'],MBC
"['romance', 'drama', 'family', 'melodrama']",KBS
"['romance', 'life', 'youth', 'drama']",Naver TV Cast
"['romance', 'life', 'youth', 'drama']", vLive
"['romance', 'drama', 'family', 'melodrama']",KBS
"['romance', 'drama', 'family', 'melodrama']",KBS
"['comedy', 'romance', 'youth', 'drama']",Daum Kakao TV
"['comedy', 'romance', 'youth', 'drama']", Viki
"['romance', 'life', 'drama']",MBC
"['comedy', 'law', 'romance']",Netflix
"['business', 'romance', 'family', 'melodrama']",KBS
"['family', 'melodrama']",KBS
"['comedy', 'romance', 'life', 'drama']",MBC
"['romance', 'drama']",KBS
"['horror', 'comedy', 'romance', 'supernatural']",KBS
"['drama', 'family']",MBC
"['comedy', 'romance', 'melodrama']",KBS
['romance'],SBS
"['comedy', 'romance', 'drama']",SBS
"['comedy', 'romance']",KBS
"['music', 'comedy', 'romance']",KBS
"['historical', 'romance', 'drama', 'fantasy']",SBS
"['historical', 'romance', 'drama', 'fantasy']", Viki
"['historical', 'romance', 'drama', 'fantasy']", ViuTV
"['romance', 'life', 'youth', 'drama']",Daum Kakao TV
"['romance', 'life', 'youth', 'drama']", Netflix
"['comedy', 'romance', 'drama', 'fantasy']",Netflix
"['comedy', 'romance', 'drama', 'fantasy']", TVING
"['comedy', 'romance', 'drama', 'fantasy']", tvN
"['comedy', 'romance', 'drama', 'political']",KBS
"['business', 'comedy', 'romance', 'drama']",MBC
"['comedy', 'romance', 'youth']",Tooniverse
['family'],MBC
"['action', 'thriller', 'mystery']",KBS
"['comedy', 'romance', 'drama']",Daum Kakao TV
"['comedy', 'romance', 'drama']", Netflix
"['psychological', 'comedy', 'romance']",jTBC
['romance'],NA
"['comedy', 'youth', 'fantasy']",KBS
"['romance', 'drama', 'melodrama']",MBC
"['romance', 'family']",MBC
"['romance', 'drama', 'melodrama']",MBC
"['romance', 'drama', 'melodrama']",KBS
"['business', 'romance', 'drama', 'family']",KBS
"['food', 'romance', 'drama', 'family']",MBC
"['action', 'thriller', 'comedy', 'romance']",jTBC
"['comedy', 'drama', 'family']",MBC
"['thriller', 'comedy', 'romance', 'fantasy']",KBS
"['comedy', 'romance']",tvN
"['romance', 'drama', 'melodrama']",MBC
"['comedy', 'romance', 'drama']",tvN
"['comedy', 'romance', 'supernatural']",KBS
"['romance', 'medical', 'melodrama']",KBS
"['comedy', 'romance']",MBC
"['romance', 'drama']",SBS
"['romance', 'drama', 'family', 'melodrama']",SBS
"['romance', 'supernatural']",Naver TV Cast
"['thriller', 'mystery', 'comedy', 'drama']",Netflix
"['horror', 'comedy', 'romance', 'supernatural']",SBS
"['comedy', 'romance', 'drama']",KBS
"['mystery', 'romance', 'drama', 'supernatural']",Amazon Prime
"['mystery', 'romance', 'drama', 'supernatural']", MBC
"['mystery', 'law', 'drama']",Disney
"['mystery', 'law', 'drama']", Hulu
"['romance', 'drama', 'melodrama']",MBC
"['psychological', 'comedy', 'romance', 'drama']",MBC
"['drama', 'medical']",MBC
"['romance', 'drama', 'melodrama']",tvN
"['music', 'romance', 'drama', 'family']",KBS
"['mystery', 'psychological', 'romance', 'supernatural']",OCN
"['mystery', 'psychological', 'romance', 'supernatural']", Oksusu
"['mystery', 'psychological', 'romance', 'supernatural']", Viki
"['mystery', 'comedy', 'romance', 'sci-fi']",tvN
"['action', 'thriller', 'romance', 'sci-fi']",Netflix
"['action', 'thriller', 'romance', 'sci-fi']", tvN
"['comedy', 'romance', 'drama', 'political']",KBS
"['action', 'thriller', 'mystery', 'supernatural']",tvN
"['law', 'romance', 'life', 'drama']",tvN
"['comedy', 'romance', 'drama', 'fantasy']",KBS
"['comedy', 'drama', 'sports']",tvN
"['comedy', 'romance']",MBC
"['comedy', 'romance', 'drama']",MBN
"['comedy', 'romance', 'drama']", Naver TV Cast
"['comedy', 'romance', 'drama']", Sohu TV
"['action', 'military', 'mystery', 'law']",tvN
"['mystery', 'romance', 'supernatural']",Mnet
"['romance', 'drama', 'melodrama']",KBS
"['thriller', 'mystery', 'drama']",Netflix
"['thriller', 'mystery', 'drama']", tvN
"['mystery', 'drama', 'fantasy', 'supernatural']",jTBC
"['business', 'life', 'drama']",tvN
['drama'],SBS
"['comedy', 'romance', 'life', 'drama']",MBC
"['business', 'comedy', 'life', 'drama']",tvN
"['romance', 'drama', 'melodrama']",KBS
"['romance', 'drama']",MBC
"['thriller', 'romance', 'drama', 'melodrama']",KBS
"['food', 'comedy', 'romance', 'drama']",Channel A
"['romance', 'drama', 'melodrama']",MBC
"['adventure', 'mystery', 'comedy', 'drama']",MBC
"['romance', 'drama', 'melodrama']",MBC
"['thriller', 'mystery', 'supernatural']",OCN
"['thriller', 'mystery', 'romance', 'drama']",OCN
"['thriller', 'mystery', 'romance', 'melodrama']",jTBC
"['romance', 'drama']",SBS
"['comedy', 'romance', 'drama']",SBS
"['romance', 'drama', 'family']",SBS
"['romance', 'drama']",KBS
"['business', 'law', 'romance', 'melodrama']",MBC
"['thriller', 'mystery', 'psychological']",NA
"['action', 'thriller', 'mystery', 'crime']",Netflix
"['music', 'romance', 'youth']",Mnet
"['business', 'romance', 'crime', 'melodrama']",MBC
"['thriller', 'mystery', 'horror', 'supernatural']",TVING
"['business', 'comedy', 'romance', 'drama']",iQiyi
"['business', 'comedy', 'romance', 'drama']", jTBC
"['historical', 'romance', 'supernatural', 'political']",MBC
"['historical', 'romance', 'fantasy', 'melodrama']",SBS
"['action', 'historical', 'comedy', 'romance']",KBS
"['action', 'romance', 'drama', 'supernatural']",KBS
"['historical', 'romance', 'drama']",jTBC
"['comedy', 'romance', 'life', 'drama']",jTBC
"['comedy', 'romance', 'life', 'drama']", Viki
"['thriller', 'mystery', 'psychological', 'melodrama']",tvN
"['business', 'romance', 'life', 'melodrama']",KBS
"['romance', 'drama', 'family', 'melodrama']",MBC
"['thriller', 'mystery', 'psychological', 'sci-fi']",tvN
"['life', 'drama']",Netflix
"['action', 'thriller', 'mystery', 'supernatural']",Disney
"['action', 'thriller', 'mystery', 'supernatural']", Hulu
"['comedy', 'romance', 'drama', 'fantasy']",MBC
"['comedy', 'romance']",MBC
"['historical', 'comedy', 'romance', 'fantasy']",tvN
"['military', 'historical', 'romance', 'melodrama']",Netflix
"['military', 'historical', 'romance', 'melodrama']", tvN
"['action', 'mystery']",SBS
"['romance', 'fantasy', 'melodrama']",TV Chosun
"['law', 'romance', 'life', 'drama']",jTBC
"['mystery', 'comedy']",KBS
"['thriller', 'mystery', 'drama']",SBS
"['mystery', 'comedy']",KBS
"['thriller', 'mystery', 'comedy', 'supernatural']",Netflix
"['comedy', 'romance', 'drama', 'fantasy']",SBS
"['comedy', 'romance', 'drama', 'fantasy']", Viki
"['action', 'mystery', 'romance', 'crime']",OCN
"['romance', 'life', 'drama', 'family', 'melodrama']",MBC
['romance'],SBS
"['mystery', 'romance', 'drama', 'sci-fi']",KBS
"['mystery', 'romance', 'drama', 'sci-fi']", ViuTV
"['comedy', 'romance', 'drama', 'melodrama']",MBC
"['action', 'historical', 'romance', 'drama']",jTBC
"['action', 'historical', 'romance', 'drama']", Netflix
"['thriller', 'psychological', 'drama']",MBN
"['romance', 'family']",SBS
"['romance', 'drama', 'family']",MBC
"['mystery', 'comedy', 'romance', 'drama']",KBS
"['historical', 'romance', 'drama', 'melodrama']",MBC
"['romance', 'drama']",SBS
"['comedy', 'romance', 'drama']",KBS
"['comedy', 'romance', 'crime', 'political']",KBS
"['comedy', 'romance', 'life', 'youth']",Netflix
"['comedy', 'romance', 'life', 'youth']",Netflix
"['comedy', 'romance', 'life']",Naver TV Cast
"['comedy', 'romance', 'life']", vLive
"['business', 'comedy', 'romance', 'drama']",KBS
"['romance', 'life', 'drama']",MBC
"['romance', 'drama', 'family', 'melodrama']",SBS
"['romance', 'drama', 'sci-fi', 'melodrama']",Netflix
"['business', 'comedy', 'life', 'drama']",jTBC
"['comedy', 'romance', 'life', 'drama']",KBS
"['romance', 'life', 'drama', 'melodrama']",SBS
"['drama', 'family']",jTBC
"['mystery', 'comedy', 'law']",KBS
"['mystery', 'comedy', 'law', 'drama']",KBS
"['romance', 'life', 'drama', 'melodrama']",jTBC
"['romance', 'life', 'drama', 'melodrama']", Netflix
"['comedy', 'romance', 'family']",MBC
['family'],KBS
"['comedy', 'romance', 'drama', 'supernatural']",SBS
"['romance', 'drama']",MBC
['romance'],SBS
"['music', 'romance', 'drama']",SBS
"['mystery', 'comedy', 'romance', 'supernatural']",tvN
['drama'],KBS
"['romance', 'drama', 'family']",SBS
"['psychological', 'life', 'drama']",tvN
"['comedy', 'drama', 'melodrama']",SBS
"['action', 'thriller', 'mystery', 'crime']",Netflix
"['historical', 'comedy', 'romance', 'drama']",Netflix
"['comedy', 'romance', 'drama']",KBS
"['mystery', 'romance', 'drama', 'sci-fi']",KBS
"['mystery', 'romance', 'drama', 'sci-fi']", ViuTV
"['comedy', 'romance', 'drama', 'supernatural']",SBS
"['comedy', 'romance', 'fantasy']",iQiyi
"['comedy', 'romance', 'fantasy']", tvN
"['romance', 'melodrama']",KBS
"['comedy', 'romance', 'drama', 'supernatural']",MBC Dramanet
"['historical', 'comedy', 'romance']",SBS
"['mystery', 'comedy', 'romance', 'drama']",tvN
"['comedy', 'romance', 'life', 'drama']",OCN
"['action', 'mystery', 'comedy', 'romance']",MBC
"['romance', 'melodrama']",MBC
"['mystery', 'comedy', 'romance', 'youth']",SBS
"['comedy', 'romance', 'family']",KBS
"['life', 'drama']",tvN
"['romance', 'drama']",MBC Dramanet
"['mystery', 'melodrama']",KBS
"['mystery', 'comedy', 'drama', 'fantasy']",jTBC
"['mystery', 'comedy', 'drama', 'fantasy']", Netflix
"['music', 'comedy', 'romance', 'youth']",KBS
"['action', 'thriller', 'mystery', 'drama']",KBS
"['action', 'thriller', 'crime']",Netflix
"['life', 'drama']",Netflix
"['life', 'drama']", tvN
"['comedy', 'romance', 'drama', 'family']",MBC
"['romance', 'life', 'youth', 'drama']",jTBC
"['romance', 'life', 'youth', 'drama']", Netflix
"['romance', 'medical']",MBC
"['historical', 'drama']",OCN
"['comedy', 'romance', 'drama', 'melodrama']",SBS
"['business', 'drama', 'political']",MBC
"['mystery', 'romance', 'supernatural']",tvN
"['romance', 'drama', 'family']",KBS
"['comedy', 'romance', 'drama', 'melodrama']",jTBC
"['comedy', 'romance', 'life', 'drama']",Daum Kakao TV
"['comedy', 'romance']",Naver TV Cast
"['thriller', 'mystery', 'drama', 'melodrama']",SBS
"['historical', 'romance', 'war', 'political']",SBS
"['comedy', 'romance', 'drama', 'sitcom']",MBC
"['mystery', 'comedy', 'romance', 'drama']",ENA
"['mystery', 'comedy', 'romance', 'drama']", Genie TV
"['mystery', 'comedy', 'romance', 'drama']", Hulu
"['romance', 'drama', 'melodrama']",SBS
"['romance', 'drama', 'melodrama']", ViuTV
"['action', 'thriller', 'mystery', 'drama']",MBC
"['historical', 'romance', 'youth', 'drama']",KBS
"['historical', 'romance', 'youth', 'drama']", Viki
"['comedy', 'romance', 'sci-fi']",tvN
"['comedy', 'romance', 'drama']",KBS
"['comedy', 'romance', 'drama', 'medical']",tvN
"['thriller', 'comedy', 'romance', 'supernatural']",tvN
"['comedy', 'romance', 'fantasy', 'melodrama']",iQiyi
"['comedy', 'romance', 'fantasy', 'melodrama']", MBC
"['comedy', 'law', 'romance', 'life']",KBS
"['comedy', 'romance', 'fantasy', 'melodrama']",iQiyi
"['comedy', 'romance', 'fantasy', 'melodrama']", MBC
"['thriller', 'romance', 'drama', 'fantasy']",Naver TV Cast
"['thriller', 'romance', 'drama', 'fantasy']", Viki
"['comedy', 'romance', 'drama', 'supernatural']",KBS
"['comedy', 'romance', 'drama', 'melodrama']",KBS
"['romance', 'drama']",SBS
"['comedy', 'life', 'drama']",MBC
"['romance', 'drama', 'melodrama']",KBS
"['romance', 'supernatural']",NA
"['comedy', 'romance', 'life']",Daum Kakao TV
"['comedy', 'law', 'drama']",SBS
['drama'],SBS
"['comedy', 'romance', 'youth', 'drama']",MBC
"['music', 'romance', 'youth', 'drama']",BS TV Tokyo
"['music', 'romance', 'youth', 'drama']", Netflix
"['thriller', 'mystery', 'law', 'crime']",ViuTV
"['romance', 'life', 'drama', 'melodrama']",MBC
"['romance', 'life', 'drama', 'melodrama']", Netflix
"['romance', 'drama']",LINE TV
"['mystery', 'comedy', 'romance', 'drama']",SBS
"['life', 'drama', 'family', 'melodrama']",SBS
"['business', 'romance', 'drama', 'melodrama']",SBS
"['romance', 'family']",SBS
['life'],NA
"['romance', 'drama', 'sports', 'fantasy']",TV Chosun
"['historical', 'romance', 'drama', 'supernatural']",KBS
"['romance', 'life', 'youth', 'drama']",Netflix
"['romance', 'life', 'youth', 'drama']", SBS
"['historical', 'mystery', 'romance', 'drama']",TVING
"['historical', 'mystery', 'romance', 'drama']", tvN
"['romance', 'life', 'drama', 'melodrama']",Netflix
"['romance', 'life', 'drama', 'melodrama']", tvN
"['business', 'romance']",NA
"['comedy', 'romance', 'family']",SBS
"['music', 'romance', 'youth']",MBC
"['historical', 'romance', 'drama', 'melodrama']",NA
"['romance', 'life', 'melodrama', 'supernatural']",jTBC
"['thriller', 'mystery', 'romance', 'drama']",ENA
"['thriller', 'mystery', 'romance', 'drama']", Genie TV
"['action', 'thriller', 'drama', 'melodrama']",Hulu
"['action', 'thriller', 'drama', 'melodrama']", TVING
"['action', 'thriller', 'drama', 'melodrama']", tvN
"['romance', 'drama', 'melodrama']",KBS
"['thriller', 'mystery', 'law', 'medical']",MBC
"['business', 'romance', 'family', 'melodrama']",SBS
"['thriller', 'mystery', 'business', 'drama']",Amazon Prime
"['thriller', 'mystery', 'business', 'drama']", SBS
"['business', 'comedy', 'drama']",tvN
"['comedy', 'romance', 'melodrama', 'supernatural']",KBS
"['thriller', 'romance', 'drama']",Netflix
"['comedy', 'romance', 'life', 'youth']",Netflix
"['action', 'youth', 'fantasy']",Viki
"['romance', 'drama']",MBC
"['business', 'romance', 'drama', 'melodrama']",SBS
"['romance', 'melodrama']",SBS
"['action', 'thriller', 'mystery', 'drama']",tvN
"['romance', 'drama', 'melodrama']",MBC
"['thriller', 'mystery', 'comedy', 'romance']",SBS
"['action', 'thriller', 'mystery', 'comedy']",OCN
"['comedy', 'romance', 'supernatural']",SBS
"['comedy', 'romance', 'drama', 'sci-fi']",MBC
"['comedy', 'romance', 'drama', 'sci-fi']", MBC every
['romance'],tvN
"['mystery', 'comedy', 'romance', 'drama']",KBS
"['historical', 'mystery', 'romance', 'medical']",tvN
"['action', 'military', 'mystery', 'romance']",KBS
"['mystery', 'horror', 'romance', 'supernatural']",Netflix
"['mystery', 'horror', 'romance', 'supernatural']", OCN
"['comedy', 'romance', 'fantasy', 'sitcom']",tvN
"['business', 'romance', 'family']",MBC
"['romance', 'drama']",KBS
"['mystery', 'law', 'romance']",MBC
"['thriller', 'horror', 'romance', 'drama']",OCN
"['comedy', 'romance', 'drama']",KBS
"['comedy', 'romance', 'drama']",NA
"['comedy', 'romance', 'drama', 'family']",MBC
"['comedy', 'romance', 'drama']",NA
"['action', 'historical', 'romance', 'political']",KBS
"['comedy', 'crime', 'life', 'drama']",Netflix
"['comedy', 'crime', 'life', 'drama']", tvN
"['thriller', 'mystery', 'romance', 'crime']",jTBC
"['thriller', 'mystery', 'romance', 'crime']", Netflix
"['comedy', 'romance', 'drama']",KBS
"['business', 'comedy', 'romance', 'melodrama']",SBS
"['thriller', 'mystery', 'comedy', 'crime']",tvN
"['thriller', 'drama', 'political']",SBS
"['romance', 'youth', 'drama', 'sports']",KBS
"['comedy', 'drama', 'family', 'melodrama']",KBS
"['drama', 'melodrama']",SBS
"['romance', 'drama', 'melodrama']",NA
"['historical', 'comedy', 'romance', 'fantasy']",tvN
"['historical', 'romance', 'melodrama', 'political']",KBS
"['action', 'mystery', 'comedy', 'drama']",KBS
"['action', 'mystery', 'comedy', 'drama']",KBS
"['action', 'mystery', 'comedy', 'drama']",KBS
"['action', 'mystery', 'comedy', 'drama']",KBS
"['thriller', 'mystery', 'drama', 'melodrama']",Channel A
['drama'],SBS
"['historical', 'romance', 'fantasy', 'political']",TV Chosun
"['historical', 'romance', 'fantasy', 'political']", Viki
"['business', 'drama', 'political']",Netflix
"['mystery', 'drama', 'medical']",OCN
"['comedy', 'life', 'drama', 'sports']",Netflix
"['comedy', 'life', 'drama', 'sports']", SBS
"['business', 'comedy', 'romance', 'drama']",MBC
"['business', 'comedy', 'romance']",KBS
"['psychological', 'romance', 'melodrama']",jTBC
"['business', 'drama', 'fantasy', 'political']",jTBC
"['business', 'drama', 'fantasy', 'political']", ViuTV
"['romance', 'life', 'youth', 'drama']",Netflix
"['romance', 'life', 'youth', 'drama']", tvN
"['comedy', 'life', 'drama']",TV Chosun
"['romance', 'drama', 'family', 'melodrama']",KBS
"['thriller', 'mystery', 'drama', 'melodrama']",jTBC
"['thriller', 'mystery', 'drama', 'melodrama']", Netflix
"['mystery', 'drama', 'melodrama']",Netflix
"['romance', 'drama']",MBC
"['mystery', 'horror', 'romance', 'supernatural']",Tooniverse
"['music', 'romance', 'youth', 'drama']",Daum Kakao TV
"['comedy', 'romance', 'life', 'youth']",tvN
"['comedy', 'romance', 'drama', 'sports']",tvN
"['comedy', 'romance', 'life']",tvN
"['mystery', 'drama']",OCN
"['thriller', 'romance', 'drama']",KBS
"['thriller', 'mystery', 'law']",SBS
"['romance', 'drama', 'melodrama', 'supernatural']",SBS
"['thriller', 'mystery', 'horror', 'supernatural']",SBS
"['action', 'thriller', 'mystery', 'drama']",Disney
"['action', 'thriller', 'mystery', 'drama']", Hulu
"['romance', 'life', 'youth']",Naver TV Cast
"['business', 'comedy', 'romance', 'drama']",tvN
"['thriller', 'comedy', 'romance', 'drama']",KBS
"['business', 'comedy', 'romance', 'melodrama']",DramaX
"['business', 'comedy', 'romance', 'melodrama']", Viki
"['romance', 'life', 'drama', 'family']",tvN
"['comedy', 'romance', 'medical']",MBC
"['action', 'historical', 'romance', 'political']",KBS
"['action', 'historical', 'romance', 'political']", Viki
"['action', 'historical', 'romance', 'political']", ViuTV
"['romance', 'crime', 'drama', 'melodrama']",SBS
"['romance', 'drama', 'melodrama']",SBS
"['business', 'comedy', 'romance', 'melodrama']",Netflix
"['business', 'comedy', 'romance', 'melodrama']", tvN
"['comedy', 'romance', 'drama', 'family']",KBS
"['romance', 'drama', 'melodrama']",SBS
"['historical', 'comedy', 'romance', 'fantasy']",SBS
"['historical', 'comedy', 'romance', 'drama']",MBC
"['historical', 'comedy', 'romance', 'drama']", Netflix
"['romance', 'life', 'youth', 'drama']",Disney
"['romance', 'life', 'youth', 'drama']", Hulu
"['mystery', 'drama', 'fantasy']",tvN
