Genres,Tags,Country,Episodes,start airing,end airing,Aired On,Original Network,Duration,score,scored by,Ranked,Popularity,Content Rating,Watchers,actors,platforms,drama_name,imdb_rating,imdb_user_count,imdb_description
"['comedy', 'romance', 'drama']","['rags to riches', 'character development', 'business ']",South Korea,16,"Sep 13, 2004","Nov  2, 2004","['monday', 'tuesday']",['KBS2'],70,7.0,175,56749,12112,Not Yet Rated,408,"['Ahn Jae Wook', 'Chae Rim', 'Ryu Jin', 'Park Sun Young', 'Moon Cheon Shik', 'Jung Suk Yong']",[],Oh Feel Young,N/A,N/A,N/A
"['comedy', 'romance', 'drama', 'medical']","['hardworking female lead', 'motherhood', 'reverse-harem', 'strong female lead', 'female infertility', 'pregnancy', 'family relationship', 'mother-daughter relationship', 'single father', 'childcare ']",South Korea,16,"May 13, 2020","Jul  2, 2020","['wednesday', 'thursday']",['tvN'],65,7.7,5187,3763,1057,15+ - Teens 15 or older,"13,246","['Jang Na Ra', 'Go Jun', 'Park Byung Eun', 'Jung Gun Joo', 'Kim Hye Ok', 'Kim Jae Hwa']","['WeTV', 'Netflix', 'iQIYI', 'Viki']",Oh My Baby,7,340,
"['thriller', 'comedy', 'romance', 'supernatural']","['boss-employee relationship', 'identity swap', 'hardworking male lead', 'successful male lead', 'ghost-seeing female lead', 'sismance', 'love triangle', 'cold man/warm woman', 'female chases male first', 'shamanism ']",South Korea,16,"Jul  3, 2015","Aug 22, 2015","['friday', 'saturday']",['tvN'],60,8.3,47851,1012,50,13+ - Teens 13 or older,"91,119","['Park Bo Young', 'Kim Seul Gi', 'Jo Jung Suk', 'Im Joo Hwan', 'Kang Ki Young', 'Kwak Shi Yang']","['Tubi', 'AsianCrush', 'Prime Video', 'Viki']",Oh My Ghost,8,"4,927",
"['comedy', 'romance', 'fantasy', 'melodrama']","['cohabitation', ""roommates' relationship"", 'screenwriter male lead', 'actress female lead', 'doctor supporting character', 'family conflict', 'mental illness', 'tearjerker', 'obsessive-compulsive disorder (ocd)', 'misunderstanding ']",South Korea,16,"Mar 24, 2021","May 13, 2021","['wednesday', 'thursday']","['iQiyi', 'MBC']",80,6.7,3673,9004,1142,15+ - Teens 15 or older,"12,297","['Lee Min Ki', 'Nana', 'Kang Min Hyuk', 'Kim Ho Jung', 'Lee Hwi Hyang', 'Sun Woo Jae Duk']","['Prime Video', 'iQIYI']",Oh My Ladylord,5.9,281,
"['comedy', 'law', 'romance', 'life']","['weight loss', 'makeover', 'cohabitation', 'body image', 'bromance', 'rich male lead', 'hidden identity', 'hardworking male lead', 'hardworking female lead', 'steamy kiss ']",South Korea,16,"Nov 16, 2015","Jan  5, 2016","['monday', 'tuesday']",['KBS2'],60,8.3,49894,1135,47,13+ - Teens 13 or older,"92,152","['So Ji Sub', 'Shin Min Ah', 'Jung Gyu Woon', 'Yoo In Young', 'Sung Hoon', 'Henry Lau']","['WeTV', 'Kocowa', 'Apple TV', 'iflix', 'Hulu', 'Viki']",Oh My Venus,7.8,"6,022",
"['comedy', 'romance', 'fantasy', 'melodrama']","['cohabitation', ""roommates' relationship"", 'screenwriter male lead', 'actress female lead', 'doctor supporting character', 'family conflict', 'mental illness', 'tearjerker', 'obsessive-compulsive disorder (ocd)', 'misunderstanding ']",South Korea,16,"Mar 24, 2021","May 13, 2021","['wednesday', 'thursday']","['iQiyi', 'MBC']",80,6.7,3673,9004,1142,15+ - Teens 15 or older,"12,297","['Lee Min Ki', 'Nana', 'Kang Min Hyuk', 'Kim Ho Jung', 'Lee Hwi Hyang', 'Sun Woo Jae Duk']","['Prime Video', 'iQIYI']",Oh! My Lady,6.9,237,
"['thriller', 'romance', 'drama', 'fantasy']","['time travel', 'death', 'first love', 'web series', 'mystery', 'suicide', 'secret crush', 'unrequited love', 'love triangle', 'hidden identity ']",South Korea,16,"Jul 23, 2021","Sep 11, 2021","['friday', 'saturday']","['Naver TV Cast', 'Viki']",20,8.2,8179,1302,688,15+ - Teens 15 or older,"19,359","['Yeri', 'Yang Hong Seok', 'Lee Sang Jun', 'Kim Yi Seo', 'Kim Gyeol Yu', 'Park Joo Hyun']","['Viki', 'WeTV']","Oh, the Mysterious",6.8,93,
"['comedy', 'romance', 'drama', 'supernatural']","['extramarital affair', 'redemption', 'second chance romance', 'infidelity', 'identity swap', 'body swap ']",South Korea,18,"Oct  1, 2012","Nov 27, 2012","['monday', 'tuesday']",['KBS2'],63,6.6,1249,9140,3866,Not Yet Rated,"2,844","['Han Chae Ah', 'Shin Hyun Joon', 'Kim Jung Eun', 'Han Jae Suk', 'Narsha', 'Ryu Si Hyun']",[],Ohlala Couple,N/A,N/A,N/A
"['comedy', 'romance', 'drama', 'melodrama']","['big family', 'multiple mains', 'multiple couples', 'contract relationship', 'older woman/younger man', 'farm setting', ""brothers' relationship"", 'soap opera', 'family ']",South Korea,58,"Aug  6, 2011","Feb 19, 2012","['saturday', 'sunday']",['KBS2'],62,8.1,3526,1903,1610,15+ - Teens 15 or older,"8,526","['Uee', 'Joo Won', 'Ryu Soo Young', 'Choi Jung Yoon', 'Jung Woong In', 'Yeon Woo Jin']",['KBS Drama'],Ojakgyo Family,N/A,N/A,N/A
"['romance', 'drama']","['screenwriter female lead', 'actress female lead', 'talent manager male lead', 'director male lead', 'entertainment industry ']",South Korea,21,"Mar  5, 2008","May 15, 2008","['wednesday', 'thursday']",['SBS'],70,7.4,639,6261,5282,15+ - Teens 15 or older,"1,746","['Song Yoon Ah', 'Kim Ha Neul', 'Lee Bum Soo', 'Park Yong Ha', 'Kim Sung Oh', 'Yoo Seo Jin']",['Kocowa'],On Air,7.7,33,
"['comedy', 'life', 'drama']","['career oriented female lead', 'hardworking male lead', 'successful female lead', 'hardworking female lead', 'strong female lead', 'calm male lead', 'strict boss', 'engineer male lead', 'strict female lead', 'business ']",South Korea,16,"Jun 23, 2021","Aug 26, 2021","['wednesday', 'thursday']",['MBC'],70,8.1,820,1722,3348,15+ - Teens 15 or older,"3,480","['Moon So Ri', 'Jung Jae Young', 'Lee Sang Yeob', 'Kim Ga Eun', 'Kim Nam Hee', 'Ahn Nae Sang']","['Viki', 'Kocowa', 'Prime Video']",On the Verge of Insanity,7.6,89,
"['romance', 'drama', 'melodrama']","['airport setting', 'flight attendant female lead', 'second chance romance', 'infidelity', 'second chance ']",South Korea,16,"Sep 21, 2016","Nov 10, 2016","['wednesday', 'thursday']",['KBS2'],60,7.7,2766,3901,1779,15+ - Teens 15 or older,"7,515","['Kim Ha Neul', 'Lee Sang Yoon', 'Shin Sung Rok', 'Choi Yeo Jin', 'Jang Hee Jin', 'Kim Hwan Hee']",[],On the Way to the Airport,7.3,161,
"['romance', 'supernatural']","['miniseries', 'gay male lead', 'gay romance', 'lgbtq+', 'time travel', 'childhood trauma', 'student male lead', 'attempted kidnapping', 'death', 'murder ']",South Korea,8,"Sep 15, 2022","Oct  6, 2022",['thursday'],N/A,25,7.7,4309,4023,1340,13+ - Teens 13 or older,"10,305","['Lee Hyun Jun', 'Moon Ji Yong', 'Kang Woo Jung']","['iQIYI', 'Viki']",Once Again,8.2,490,
"['comedy', 'romance', 'life']","['countryside setting', 'veterinarian male lead', 'police officer female lead', 'childhood acquaintances reuniting', 'village setting', 'childhood acquaintance', 'death of a mother', 'death of a father', 'cheerful female lead', 'orphan female lead ']",South Korea,12,"Sep  5, 2022","Sep 28, 2022","['monday', 'tuesday', 'wednesday']",['Daum Kakao TV'],34,8.0,13217,2384,485,13+ - Teens 13 or older,"25,081","['Joy', 'Choo Young Woo', 'Baek Sung Chul', 'Jung Suk Yong', 'Noh Jae Won', 'Park Ye Ni']",['Netflix'],Once Upon a Small Town,7,"1,444",
"['comedy', 'law', 'drama']","['lawyer male lead', 'former prosecutor male lead', 'prosecutor supporting character', 'lawyer supporting character', 'slight romance', 'smart female lead', 'rich female lead', 'smart male lead', 'poor male lead', 'investigation ']",South Korea,12,"Sep 23, 2022","Nov 11, 2022","['friday', 'saturday']",['SBS'],70,8.5,6604,529,840,13+ - Teens 13 or older,"16,286","['Namkoong Min', 'Kim Ji Eun', 'Choi Dae Hoon', 'Lee Deok Hwa', 'Park Jin Woo', 'Ha Sung Kwang']","['Hulu', 'Wavve']",One Dollar Lawyer,7.9,"1,109",
['drama'],"['bucket list', 'miniseries ']",South Korea,2,"Feb  1, 2014","Feb  2, 2014","['saturday', 'sunday']",['SBS'],N/A,7.2,3,53884,99999,Not Yet Rated,109,"['Lee Deok Hwa', 'Kim Hae Sook', 'Lee Tae Hwan', 'Seo Dong Won', 'Choi Hee Seo', 'Yoo Seung Yong']",[],One Fine Day,N/A,N/A,N/A
"['comedy', 'romance', 'youth', 'drama']","['sismance', 'marriage', ""childhood friends' relationship"", 'reporter male lead', 'single father male lead', 'ex-spouse comes back', 'matchmaking', 'multiple mains', 'older woman/younger man', 'second chance ']",South Korea,16,"Jan 20, 2016","Mar 10, 2016","['wednesday', 'thursday']",['MBC'],70,7.9,8903,2996,689,15+ - Teens 15 or older,"19,343","['Jang Na Ra', 'Jung Kyung Ho', 'Yoo Da In', 'Kwon Yool', 'Yoo In Na', 'Seo In Young']","['Viki', 'Netflix', 'Kocowa']",One More Happy Ending,7.3,374,
"['music', 'romance', 'youth', 'drama']","['time loop', 'time travel', 'fate', 'suicide', 'miniseries', 'band', 'web series', 'arrogant male lead', 'mental illness', 'depression ']",South Korea,8,"Oct 26, 2016","Dec 14, 2016",['wednesday'],"['BS TV Tokyo', 'Netflix']",30,7.4,8829,6258,736,13+ - Teens 13 or older,"18,399","['Kim Myung Soo', 'Yoon So Hee', 'Kim Ji Young', 'Kang Nam Gil', 'Shin Ji Soo', 'Lee Tae Im']",['Netflix'],One More Time,N/A,N/A,N/A
"['thriller', 'mystery', 'law', 'crime']","['murder', 'investigation', 'brief nudity', 'sexual content', 'death', 'lawyer male lead', 'drug usage', 'trial', 'violence', 'suspense ']",South Korea,8,"Nov 27, 2021","Dec 19, 2021","['saturday', 'sunday']",['ViuTV'],70,8.5,7329,493,537,18+ Restricted (violence & profanity),"23,467","['Kim Soo Hyun', 'Cha Seung Won', 'Lee Seol', 'Kim Shin Rok', 'Kim Hong Pa', 'Kim Sung Gyu']",[],One Ordinary Day,8.2,"2,773",
"['romance', 'life', 'drama', 'melodrama']","['nice male lead', 'family pressure', 'strong female lead', 'adult romance', 'mother-daughter relationship', 'father-son relationship', 'strict father', 'sismance', 'male chases female first', 'mother-son relationship ']",South Korea,32,"May 22, 2019","Jul 11, 2019","['thursday', 'wednesday']","['MBC', 'Netflix']",35,8.3,21502,963,198,15+ - Teens 15 or older,"45,565","['Jung Hae In', 'Han Ji Min', 'Kim Joon Han', 'Im Sung Eon', 'Joo Min Kyung', 'Song Seung Hwan']",['Netflix'],One Spring Night,7.9,"3,403",
"['romance', 'drama']","['salesman/saleswoman supporting character', 'florist supporting character', 'police officer supporting character', 'short length series', 'miniseries', 'web series ']",South Korea,10,"Dec 19, 2014","Jan 10, 2015",N/A,['LINE TV'],12,7.5,2836,5660,1972,Not Yet Rated,"6,708","['So Ji Sub', 'Kim Ji Won', 'Im Ju Eun', 'Lee Jong Hyuk', 'Ha Jae Sook', 'Yoon Joo Man']",['iQIYI'],One Sunny Day,7.5,96,
"['mystery', 'comedy', 'romance', 'drama']","['imposter', 'strong female lead', 'rich male lead', 'investigation', 'car accident', 'amnesia', 'identity swap', 'death', 'corruption', 'first love ']",South Korea,16,"Sep 17, 2021","Nov  6, 2021","['friday', 'saturday']",['SBS'],70,8.1,5728,1613,999,15+ - Teens 15 or older,"14,165","['Lee Ha Nee', 'Lee Sang Yoon', 'Lee Won Keun', 'Jin Seo Yun', 'Song Won Seok', 'Jeon Gook Hwan']","['Viki', 'Kocowa', 'Prime Video']",One the Woman,7.1,599,
"['life', 'drama', 'family', 'melodrama']","['slight romance', 'infidelity ']",South Korea,20,"Dec  2, 2013","Feb 24, 2014","['monday', 'tuesday']",['SBS'],65,7.2,875,7675,4102,15+ - Teens 15 or older,"2,595","['Han Hye Jin', 'Ji Jin Hee', 'Kim Jee Soo', 'Lee Sang Woo', 'Kim Hye Na', 'Park Jung Soo']","['SBS World', 'Viki', 'Kocowa']",One Warm Word,7.1,68,
"['business', 'romance', 'drama', 'melodrama']","['family dispute', 'soap opera', 'family relationship', 'hidden identity', 'misunderstanding', 'strong female lead', 'marriage', 'cross-dressing ']",South Korea,122,"Dec  2, 2013","May 30, 2014","['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['SBS'],40,7.3,892,7142,3435,Not Yet Rated,"3,363","['Park Han Byul', 'Lee Tae Gon', 'Jung Eun Woo', 'Yoon  Se In', 'Kim Joo Young', 'Lee Hye Sook']",[],One Well-Raised Daughter,7.2,44,
"['romance', 'family']","['soap opera', 'revenge ']",South Korea,123,"Jun  2, 2014","Dec 12, 2014","['monday', 'tuesday', 'wednesday', 'thursday', 'friday']",['SBS'],40,6.7,57,60069,10054,15+ - Teens 15 or older,589,"['Seo Ha Joon', 'Im Se Mi', 'Lee Kyu Han', 'Nam Bo Ra', 'Yoon Jong Hoon', 'Kim Ye Won']",[],Only Love,N/A,N/A,N/A
['life'],"['dog', 'animal', 'apartment setting', 'healing', 'fall setting', 'landlord/landlady supporting character', 'short length series', 'agoraphobia', 'mental illness', 'depression ']",South Korea,2,"Nov 28, 2022","Nov 30, 2022",N/A,N/A,14,7.7,66,45709,14749,Not Yet Rated,274,['Hong Hwa Yeon'],['KOK TV'],Only You,N/A,N/A,N/A
"['romance', 'drama', 'sports', 'fantasy']","['childhood crush', 'secret crush', 'inferiority complex', 'male chases female first', 'second chance', 'unrequited love', 'love triangle', 'time travel', 'student female lead', 'student male lead ']",South Korea,16,"Feb  8, 2012","Mar 29, 2012","['wednesday', 'thursday']",['TV Chosun'],65,7.3,4380,7225,1271,13+ - Teens 13 or older,"10,883","['Yoo Seung Ho', 'Lee Hyun Jin', 'Park Eun Bin', 'Kim Seung Pil', 'Go In Beom', 'Roh Jeong Eui']",[],Operation Proposal,6.8,159,
"['historical', 'romance', 'drama', 'supernatural']","['interspecies romance', 'music', 'high school', 'first love', 'adapted from a webtoon', 'love triangle', 'flashback to past', 'male chases female first', 'hidden identity', 'youth ']",South Korea,12,"May 15, 2015","Jul 24, 2015",['friday'],['KBS2'],50,6.8,15243,8851,257,Not Yet Rated,"39,466","['Kim Seol Hyun', 'Yeo Jin Goo', 'Lee  Jong Hyun', 'Gil Eun Hye', 'Song Jong Ho', 'Lee Il Hwa']","['Viki', 'Kocowa']",Orange Marmalade,6.3,660,
"['romance', 'life', 'youth', 'drama']","['lovers reunited', 'high school sweethearts', 'first love', 'healing', 'flashback to past', 'love/hate relationship', 'interview', 'second chance romance', 'coming of age', 'character development ']",South Korea,16,"Dec  6, 2021","Jan 25, 2022","['monday', 'tuesday']","['Netflix', 'SBS']",60,8.7,42013,224,79,15+ - Teens 15 or older,"77,867","['Choi  Woo Shik', 'Kim Da Mi', 'Kim Sung Cheol', 'Roh Jeong Eui', 'Ahn Dong Goo', 'Park Jin Joo']","['Wavve', 'Netflix']",Our Beloved Summer,8.2,"8,658",
"['historical', 'mystery', 'romance', 'drama']","['prince male lead', 'wrongfully accused', 'investigation', 'strong female lead', 'cross-dressing', 'slow burn romance', 'star crossed lovers', 'slight comedy', 'slow burn story', 'bantering relationship ']",South Korea,20,"Feb  6, 2023","Apr 11, 2023","['monday', 'tuesday']","['TVING', 'tvN']",80,8.1,5690,1689,705,15+ - Teens 15 or older,"19,090","['Park Hyung Sik', 'Jeon So Nee', 'Pyo Ye Jin', 'Yoon Jong Seok', 'Lee Tae Sun', 'Heo Won Seo']","['Prime Video', 'Viki']",Our Blooming Youth,7.7,622,
"['romance', 'life', 'drama', 'melodrama']","['multiple mains', 'anthology', 'island setting', 'middle-aged female lead', 'friendship', 'slow burn story', 'depression', 'father-daughter relationship', 'multiple couples', 'middle-aged male lead ']",South Korea,20,"Apr  9, 2022","Jun 12, 2022","['saturday', 'sunday']","['Netflix', 'tvN']",70,8.7,11983,279,325,15+ - Teens 15 or older,"33,956","['Lee Byung Hun', 'Shin Min Ah', 'Cha Seung Won', 'Lee Jung Eun', 'Uhm Jung Hwa', 'Han Ji Min']","['TVING', 'Netflix']",Our Blues,8.6,"3,082",
"['business', 'romance']","['gay romance', 'meet again', 'lgbtq+', 'short length series', 'long time crush', 'high school crush', 'illustrator male lead', 'gay male lead', 'ghosting', 'miniseries ']",South Korea,8,"Mar  9, 2023","Mar 30, 2023",['thursday'],N/A,15,8.0,15549,2258,526,13+ - Teens 13 or older,"23,696","['Lee Seung Gyu', 'Lee Jong Hyuk', 'Yu Seong Yong', 'Jung Jin Woo', 'Sung Ryung', 'Park Si Young']",['Viki'],Our Dating Sim,N/A,N/A,N/A
"['comedy', 'romance', 'family']",[''],South Korea,61,"Aug 27, 2016","Apr  8, 2017","['saturday', 'sunday']",['SBS'],70,7.1,1181,8207,2744,Not Yet Rated,"4,504","['Song Jae Rim', 'Kim So Eun', 'Yoo  Sun', 'Kim Gyu Ri', 'Lee Byung Joon', 'Lee Wan']","['Kocowa', 'Viki']",Our Gap-soon,6.6,49,
"['music', 'romance', 'youth']","['singer female lead', 'singer male lead', 'singing', 'friendship', 'naive female lead', 'clingy female lead ']",South Korea,16,"Jul 26, 2006","Sep 14, 2006","['wednesday', 'thursday']",['MBC'],64,6.9,656,8614,5255,13+ - Teens 13 or older,"1,758","['Ji Hyun Woo', 'Seo Ji Hye', 'Kim Ok Bin', 'Hwanhee', 'Jo  Sang Gu', 'Shin Hyun Tak']","['Kocowa', '옛드 : 옛날 드라마 [드라맛집]', 'Viki']",Over the Rainbow,N/A,N/A,N/A
"['historical', 'romance', 'drama', 'melodrama']","['co-produced', 'discrimination', 'adapted from a novel', 'abuse of power', 'racism', 'japanese colonial rule', '1980s', 'forbidden love', 'miniseries', 'war ']",South Korea,8,"Mar 25, 2022","Apr 29, 2022",['friday'],N/A,54,8.4,5255,691,865,15+ - Teens 15 or older,"15,921","['Kim Min Ha', 'Youn Yuh Jung', 'Jin Ha', 'Lee Min Ho', 'Yuna', 'Park So Hee']",['Apple TV'],Pachinko,8.3,"10,688",
"['romance', 'life', 'melodrama', 'supernatural']","['ex-convict male lead', 'prison setting', 'countryside setting', 'angel male lead', 'wrongfully accused', 'family relationship', 'older man/younger woman', 'death', 'tragic past', 'murder ']",South Korea,20,"Dec  5, 2011","Feb  7, 2012","['monday', 'tuesday']",['jTBC'],65,7.7,3385,4095,1310,15+ - Teens 15 or older,"10,534","['Jung Woo Sung', 'Han Ji Min', 'Kim Bum', 'Park Jung Woo', 'Kim Min Kyung', 'Kim Joon Sung']",['Viki'],Padam Padam,7.6,246,
"['thriller', 'mystery', 'romance', 'drama']","['bank setting', 'bank teller female lead', 'married female lead', 'embezzlement', 'miniseries', 'adapted from a novel', 'investigation', 'suspense ']",South Korea,10,"Apr 10, 2023","May  9, 2023","['monday', 'tuesday']","['ENA', 'Genie TV']",65,7.9,90,43538,6448,18+ Restricted (violence & profanity),"1,279","['Kim Seo Hyung', 'Yoo  Sun', 'Seo Young Hee', 'Lee Shi Woo', 'Gong Jung Hwan', 'Lee Chun Hee']",['TVING'],Pale Moon,7.4,16,
"['action', 'thriller', 'drama', 'melodrama']","['lying male lead', 'broadcasting industry', 'mistaken to be betrayed', 'protective female lead', 'married supporting character', 'married female lead', 'married male lead', 'assassin supporting character', 'news presenter female lead', 'researcher male lead ']",South Korea,16,"Mar 11, 2023","Apr 30, 2023","['saturday', 'sunday']","['Hulu', 'TVING', 'tvN']",62,7.5,1281,5853,2201,15+ - Teens 15 or older,"5,836","['Lee Ji Ah', 'Lee Sang Yoon', 'Jang Hee Jin', 'Park Ki Woong', 'Bong Tae Kyu', 'Han Soo Yeon']","['Disney+ Hotstar', 'Disney+', 'Hulu']",Pandora: Beneath the Paradise,6.3,234,
"['romance', 'drama', 'melodrama']","['multiple couples', 'family ']",South Korea,18,"Jan  3, 1996","Feb 29, 1996","['wednesday', 'thursday']",['KBS2'],60,6.9,26,57571,99999,Not Yet Rated,99,"['Lee Young Ae', 'Bae Yong Joon', 'Cha Tae Hyun', 'Yoon Son Ha', 'Lee Jenny', 'Jung Chan']",[],Papa,N/A,N/A,N/A
"['thriller', 'mystery', 'law', 'medical']","['forensic medical examiner male lead', 'prosecutor female lead', 'forensic science', 'lieutenant supporting character', 'serial killer supporting character', 'criminal supporting character', 'age gap [drama life]', 'age gap [real life]', 'warm female lead', 'flashback to past ']",South Korea,32,"May 14, 2018","Jul 17, 2018","['monday', 'tuesday']",['MBC'],35,8.4,6062,800,976,15+ - Teens 15 or older,"14,449","['Jung Jae Young', 'Jung Yoo Mi', 'Oh Man Suk', 'Noh Min Woo', 'Lee Yi Kyung', 'Park Eun Seok']","['Apple TV', 'Kocowa', 'Viki']",Partners for Justice,N/A,N/A,N/A
"['business', 'romance', 'family', 'melodrama']","['star crossed lovers', 'soap opera', 'drama ']",South Korea,47,"Sep 28, 2013","Mar 23, 2014","['saturday', 'sunday']",['SBS'],65,6.8,478,8879,4469,Not Yet Rated,"2,285","['Sung Hoon', 'Choi Yoon Young', 'Shim Ji Ho', 'Jeon Kwang Ryul', 'Hwang Shin Hye', 'Jeon Mi Seon']",[],Passionate Love,7,26,
"['thriller', 'mystery', 'business', 'drama']","['uncle-nephew relationship', 'finance industry', 'fight for justice', 'corruption', 'money-obsession', 'revenge', 'rich male lead', 'former prosecutor female lead', ""co-workers' relationship"", 'workplace setting ']",South Korea,12,"Jan  6, 2023","Feb 11, 2023","['friday', 'saturday']","['Amazon Prime', 'SBS']",70,7.7,1118,3825,2734,15+ - Teens 15 or older,"4,532","['Lee Sun Kyun', 'Moon Chae Won', 'Kang Yoo Seok', 'Park Hoon', 'Kim Hong Pa', 'Lee Gi Young']","['Wavve', 'Prime Video']",Payback,7.3,253,
