Genres,Tags,Country,Episodes,start airing,end airing,Aired On,Original Network,Duration,score,scored by,Ranked,Popularity,Content Rating,Watchers,actors,platforms,drama_name,imdb_rating,imdb_user_count,imdb_description
"['action', 'thriller', 'mystery', 'drama']","['teamwork', 'firefighter male lead', 'slight romance', 'investigation', 'suspense', 'paramedic female lead', 'persistent male lead', 'escape from death', 'graphic violence', 'firefighter supporting character ']",South Korea,12,"Nov 12, 2022","Dec 30, 2022","['friday', 'saturday']","['DRAMAcube', 'ENA', 'SBS', 'SBS Plus']",60,8.7,6467,271,856,18+ Restricted (violence & profanity),"15,987","['Kim Rae Won', 'Son Ho Jun', 'Gong Seung Yeon', 'Kang Seo Ha', 'Hwang Young Hee', 'Kang Gi Doong']","['Disney+', 'Hulu']",The Duo,6.7,36,
"['drama', 'family']",[''],South Korea,54,"Sep 14, 2013","Mar 16, 2014","['saturday', 'sunday']",['jTBC'],70,7.4,61,51078,11411,15+ - Teens 15 or older,461,"['Jae Hee', 'Yoon Jung Hee', 'Yoo Hae Jung', 'Park Jae Jung', 'Oh Yoon Ah', 'Jo Yi Jin']",[],The Eldest,N/A,N/A,N/A
"['historical', 'romance', 'drama', 'political']","['poison', 'conspiracy', 'identity swap', 'historical fiction', 'nice female lead', 'royalty', 'death', 'revenge', 'nice male lead', 'joseon dynasty ']",South Korea,40,"May 10, 2017","Jul 13, 2017","['wednesday', 'thursday']",['MBC'],30,7.9,7863,2521,614,15+ - Teens 15 or older,"21,301","['Yoo Seung Ho', 'Kim So Hyun', 'Kim Myung Soo', 'Yoon So Hee', 'Heo Joon Ho', 'Park Chul Min']",['Kocowa'],The Emperor: Owner of the Mask,7.3,707,
"['law', 'drama', 'melodrama']","['prosecutor female lead', 'strong female lead', 'rich female lead', 'mother-son relationship', 'divorced female lead', 'older man/younger woman', 'ex-spouse relationship', 'married female lead', 'married male lead', 'professor supporting character ']",South Korea,16,"Sep 24, 2022","Nov 13, 2022","['saturday', 'sunday']","['jTBC', 'ViuTV']",60,7.2,289,7591,5814,15+ - Teens 15 or older,"1,517","['Kim Sun Ah', 'Ahn Jae Wook', 'Lee Mi Sook', 'Song Young Chang', 'Shin Goo', 'Oh Hyun Kyung']",['Viki'],The Empire,7.2,27,
"['mystery', 'drama', 'medical']","['pandemic', 'virus', 'adapted from a novel', 'disaster', 'investigation ']",South Korea,12,"Mar 16, 2013","May  5, 2013","['saturday', 'sunday']",['jTBC'],70,7.4,127,51363,8776,15+ - Teens 15 or older,757,"['Jang Hyun Sung', 'Jang  Kyung Ah', 'Yoon Je Moon', 'Park Hyuk Kwon', 'Park Seo Yeon', 'Kim Yong Min']",[],The End of the World,6.4,8,
"['thriller', 'mystery', 'drama']","['multiple mains', 'suspense', 'lying male lead', 'adopted supporting character', 'gynecologist female lead', 'gangster male lead', 'team leader male lead', 'company president (ceo) male lead', 'company president (ceo) female lead', 'criminal supporting character ']",South Korea,17,"Sep 15, 2023","Nov 10, 2023","['friday', 'saturday']","['SBS', 'SBS Plus']",89,7.9,366,2545,2111,15+ - Teens 15 or older,"6,149","['Uhm Ki Joon', 'Hwang Jung Eum', 'Lee Joon', 'Lee Yoo Bi', 'Shin Eun Kyung', 'Yoon Jong Hoon']","['Viki', 'Wavve', 'Prime Video', 'Kocowa']",The Escape of the Seven,8.3,29,
"['business', 'comedy', 'romance', 'life']","['fashion industry', 'modeling', 'friendship', 'found family', 'long time friends', 'second chance romance', 'friends to lovers', 'model female lead', 'miniseries', 'photographer male lead ']",South Korea,8," Dec 23, 2022",N/A,['friday'],['Netflix'],54,7.6,9509,4682,608,15+ - Teens 15 or older,"21,474","['Chae Soo Bin', 'Choi Min Ho', 'Lee Sang Woon', 'Park Hee Jung', 'Shin Dong Mi', 'Lee Mi Do']",['Netflix'],The Fabulous,6.5,"1,248",
"['comedy', 'romance', 'family']",[''],South Korea,20,"Jan  3, 2015","Mar 15, 2015","['saturday', 'sunday']",['SBS'],60,7.0,525,8219,4420,15+ - Teens 15 or older,"2,327","['Jin Yi Han', 'Lee Jung Hyun', 'Oh  Sang Jin ', 'Park Won Sook', 'Cha Hak Yeon', 'Park So Jin']",['SBS World'],The Family is Coming,6.1,16,
"['action', 'mystery', 'comedy', 'crime']","['badass male lead', 'eccentric male lead', 'sassy female lead', 'bromance', 'aggressive male lead', 'sismance', 'corruption', 'character development', 'investigation', 'tragic past ']",South Korea,40,"Feb 15, 2019","Apr 20, 2019","['friday', 'saturday']",['SBS'],35,8.6,11181,323,404,15+ - Teens 15 or older,"28,531","['Kim Nam Gil', 'Kim Sung Kyun', 'Lee Ha Nee', 'Go Jun', 'Geum Sae Rok', 'Jeon Sung Woo']","['Viki', 'Kocowa', 'SBS World', 'Apple TV']",The Fiery Priest,8.2,"1,415",
"['action', 'thriller', 'mystery', 'drama']","['teamwork', 'firefighter male lead', 'slight romance', 'investigation', 'suspense', 'paramedic female lead', 'persistent male lead', 'escape from death', 'graphic violence', 'firefighter supporting character ']",South Korea,12,"Nov 12, 2022","Dec 30, 2022","['friday', 'saturday']","['DRAMAcube', 'ENA', 'SBS', 'SBS Plus']",60,8.7,6467,271,856,18+ Restricted (violence & profanity),"15,987","['Kim Rae Won', 'Son Ho Jun', 'Gong Seung Yeon', 'Kang Seo Ha', 'Hwang Young Hee', 'Kang Gi Doong']","['Disney+', 'Hulu']",The First Responders,8,910,
"['historical', 'mystery', 'comedy', 'romance']","['joseon dynasty', 'historical fiction', 'deception', 'love triangle', 'swindler female lead', 'king male lead', 'fraud', 'hidden identity', 'kidnapping', 'flashback to past ']",South Korea,12,"Dec  9, 2022","Jan 21, 2023","['friday', 'saturday']",['MBC'],70,8.3,8150,870,690,15+ - Teens 15 or older,"19,340","['Kim Young Dae', 'Park Ju Hyun', 'Kim Woo Seok', 'Yang Dong Geun', 'Park Sun Young', 'Choi Deok Moon']","['Viki', 'Kocowa', 'Prime Video']",The Forbidden Marriage,7.5,664,
"['thriller', 'historical', 'romance', 'medical']","['attempted assassination', 'genius male lead', 'secondary couple', 'wrongfully accused', 'scheme', 'poison', 'father-daughter relationship', 'illness', 'evil stepmother', 'nice male lead ']",South Korea,20,"Apr 24, 2013","Jun 27, 2013","['wednesday', 'thursday']",['KBS2'],65,7.5,894,5749,3446,15+ - Teens 15 or older,"3,351","['Lee Dong Wook', 'Kim Yoo Bin', 'Song Ji Hyo', 'Im Seul Ong', 'Park Ji Young', 'Song Jong Ho']",['Prime Video'],The Fugitive of Joseon,7.9,103,
"['action', 'thriller', 'psychological', 'romance']","['badass male lead', 'political', 'trauma', 'power struggle', 'evil stepmother', 'aggressive male lead', 'tragic past', 'naive female lead', 'revenge', 'forgiveness ']",South Korea,16,"Sep 23, 2016","Nov 12, 2016","['friday', 'saturday']",['tvN'],60,8.2,48064,1510,36,15+ - Teens 15 or older,"99,278","['Ji Chang Wook', 'Im Yoon Ah', 'Song Yoon Ah', 'Jo Sung Ha', 'Kim Gab Soo', 'Lee Jung Jin']","['WeTV', 'Netflix', 'Tubi', 'Apple TV', 'iQIYI', 'Viki']",The Fugitive: Plan B,6.9,284,
"['thriller', 'mystery', 'psychological', 'supernatural']","['supernatural power', 'death', 'smart male lead', 'tragic past', 'strong female lead', 'murder', 'orphan female lead', 'teamwork', 'child abandonment', 'rich male lead ']",South Korea,32,"Jan 22, 2020","Mar 12, 2020","['wednesday', 'thursday']",['MBC'],30,7.8,4375,3334,974,15+ - Teens 15 or older,"14,492","['Ok Taec Yeon', 'Lee Yun Hee', 'Im Joo Hwan', 'Park Ji Il', 'Choi Jae Woong', 'Shin Sung Min']","['Kocowa', 'Viki']",The Game: Towards Zero,7.1,323,
"['comedy', 'romance', 'life', 'drama']","['power struggle', 'family relationship', 'multiple mains', 'multiple couples', 'bromance', 'friendship ']",South Korea,54,"Aug 27, 2016","Feb 26, 2017","['saturday', 'sunday']",['KBS2'],65,7.9,1386,2691,3038,Not Yet Rated,"3,957","['Lee Dong Gun', 'Jo Yoon Hee', 'Cha In Pyo', 'Ra Mi Ran', 'Choi Won Young', 'Hyun Woo']","['Kocowa', 'KBS World']",The Gentlemen of Wolgyesu Tailor Shop,N/A,N/A,N/A
"['thriller', 'mystery', 'horror', 'supernatural']","['strong female lead', 'ghost-seeing female lead', 'tragic past', 'death of a sister', 'investigator male lead', 'spirit possession', 'nice female lead', 'hardworking female lead', 'orphan female lead', 'teamwork ']",South Korea,32,"Sep  5, 2018","Oct 31, 2018","['wednesday', 'thursday']",['KBS2'],35,7.7,3771,3792,1145,15+ - Teens 15 or older,"12,274","['Choi Daniel', 'Park Eun Bin', 'Lee Ji Ah', 'Kim Won Hae', 'Lee Jae Kyoon', 'Lee Joo Young']","['Viki', 'Kocowa']",The Ghost Detective,6.8,207,
"['thriller', 'drama', 'melodrama']","['revenge', 'school bullying', 'school violence', 'strong female lead', 'social issues', 'sexual content', 'antiheroine female lead', 'doctor male lead', 'teacher female lead', 'time skip ']",South Korea,8," Dec 30, 2022",N/A,['friday'],['Netflix'],50,8.9,45590,76,96,18+ Restricted (violence & profanity),"70,519","['Song Hye Kyo', 'Lee Do Hyun', 'Im Ji Yeon', 'Yeom Hye Ran', 'Park Sung Hoon', 'Jung Sung Il']",['Netflix'],The Glory,8.1,"21,923",
"['psychological', 'drama', 'fantasy', 'supernatural']","['adapted from a webtoon', 'youth', 'rich family', 'hidden identity', 'poor family', 'death', 'rich woman/poor man', 'lying', 'identity swap', 'romance ']",South Korea,16,"Sep 23, 2022","Nov 12, 2022","['friday', 'saturday']",['MBC'],80,8.0,5873,2049,659,15+ - Teens 15 or older,"20,130","['Yook Sung Jae', 'Lee Jong Won', 'Jung Chae Yeon', 'Yeonwoo', 'Choi Dae Chul', 'Han Chae Ah']","['Disney+', 'Disney+ Hotstar', 'Hulu']",The Golden Garden,N/A,N/A,N/A
"['psychological', 'drama', 'fantasy', 'supernatural']","['adapted from a webtoon', 'youth', 'rich family', 'hidden identity', 'poor family', 'death', 'rich woman/poor man', 'lying', 'identity swap', 'romance ']",South Korea,16,"Sep 23, 2022","Nov 12, 2022","['friday', 'saturday']",['MBC'],80,8.0,5873,2049,659,15+ - Teens 15 or older,"20,130","['Yook Sung Jae', 'Lee Jong Won', 'Jung Chae Yeon', 'Yeonwoo', 'Choi Dae Chul', 'Han Chae Ah']","['Disney+', 'Disney+ Hotstar', 'Hulu']",The Golden Spoon,7.6,"1,062",
"['comedy', 'life', 'drama', 'family']","['mean mother', 'mother-son relationship', 'village setting', 'death of a husband', 'age regression', 'farmer female lead', 'illness', 'family relationship', 'cold man/warm woman', ""childhood friends' relationship ""]",South Korea,14,"Apr 26, 2023","Jun  8, 2023","['wednesday', 'thursday']","['jTBC', 'Netflix', 'TVING']",70,8.9,17234,83,314,15+ - Teens 15 or older,"34,371","['Ra Mi Ran', 'Lee Do Hyun', 'Ahn Eun Jin', 'Yoo In Soo', 'Choi Moo Sung', 'Jung Woong In']",['Netflix'],The Good Bad Mother,8.4,"3,338",
"['action', 'thriller', 'mystery', 'drama']","['wrongfully accused', 'corruption', 'investigation', 'smart male lead', 'bromance', 'corrupt legal system', 'murder', 'crime', 'detective male lead', 'suspense ']",South Korea,16,"Jul  6, 2020","Aug 25, 2020","['monday', 'tuesday']",['jTBC'],70,8.3,6581,826,849,15+ - Teens 15 or older,"16,124","['Son Hyun Joo', 'Jang Seung Jo', 'Lee Elijah', 'Oh Jung Se', 'Ji Seung Hyun', 'Son Jong Hak']","['Disney+ Hotstar', 'Netflix', 'Viki']",The Good Detective,7.6,"1,272",
"['law', 'romance', 'drama', 'political']","['smart female lead', 'strong female lead', 'working mom', 'lgbtq+', 'infidelity', 'first love', 'love triangle', 'corruption', 'law firm setting', 'criminal justice system ']",South Korea,16,"Jul  8, 2016","Aug 27, 2016","['friday', 'saturday']",['tvN'],60,8.1,1953,1919,1910,15+ - Teens 15 or older,"6,954","['Jeon Do Yeon', 'Yoo Ji Tae', 'Yoon Kye Sang', 'Kim Seo Hyung', 'Lee Won Keun', 'Nana']",[],The Good Wife,7,146,
['historical'],"['king male lead', 'historical figure', 'historical fiction', 'sejong the great', 'royalty', 'joseon dynasty ']",South Korea,86,"Jan  5, 2008","Nov 16, 2008","['saturday', 'sunday']",['KBS1'],50,7.8,214,3340,5776,Not Yet Rated,"1,533","['Kim Sang Kyung', 'Kim Yeong Cheol', 'Choi Myung Gil', 'Park  Sang Min', 'Kim Sung Ryung', 'Lee Yoon Ji']","['KBS Drama Classic', 'Wavve']","The Great King, Sejong",N/A,N/A,N/A
"['historical', 'romance', 'drama']","['gisaeng female lead', 'merchant female lead', 'historical fiction', 'joseon dynasty ']",South Korea,30,"Mar  6, 2010","Jun 13, 2010","['saturday', 'sunday']",['KBS1'],55,7.5,242,5733,8613,15+ - Teens 15 or older,783,"['Lee Mi Yeon', 'Park Sol Mi', 'Han Jae Suk', 'Ha Seok Jin', 'Kim Chul Ki', 'Park Soon Chun']",[],The Great Merchant,6.5,18,
"['historical', 'romance', 'supernatural', 'war']","['clairvoyance', 'historical fiction', 'supernatural power', 'retrocognition', 'precognition', 'goryeo dynasty', 'joseon dynasty', 'political ']",South Korea,35,"Oct 10, 2012","Feb  7, 2013","['wednesday', 'thursday']",['SBS'],65,7.3,779,7310,4140,15+ - Teens 15 or older,"2,563","['Ji Sung', 'Ji Jin Hee', 'Kim So Yeon', 'Song Chang Eui', 'Lee Yoon Ji', 'Lee Moon Shik']",[],The Great Seer,7.7,82,
"['mystery', 'romance', 'youth', 'supernatural']","['student female lead', 'student male lead', 'school setting', 'teenager female lead', 'teenager male lead', 'brave female lead', 'shamanism', 'spirit', 'smart male lead', 'supernatural phenomena ']",South Korea,0,N/A,N/A,N/A,['Daum Kakao TV'],N/A,N/A,N/A,37150,5808,Not Yet Rated,"1,519","['Kim Sae Ron', 'Nam  Da Reum ', 'Bae Hae Seon']",[],The Great Shaman Ga Doo-shim,N/A,N/A,N/A
"['comedy', 'drama', 'political']","['father-daughter relationship', 'nice female lead', 'secret crush', 'smart female lead', 'child abandonment', 'smart male lead', 'father-son relationship', 'nice male lead', 'love triangle', 'competition ']",South Korea,16,"Aug 26, 2019","Oct 15, 2019","['monday', 'tuesday']",['tvN'],66,7.8,2434,3502,1957,15+ - Teens 15 or older,"6,758","['Song Seung Heon', 'Lee Sun Bin', 'Im Joo Hwan', 'Roh Jeong Eui', 'Park Ha Na', 'Son Byung Ho']",['Viki'],The Great Show,7.1,134,
"['business', 'comedy', 'romance']","['male chases female first', 'love triangle', 'impulsive male lead', 'eccentric male lead', 'scandal', 'hardworking female lead', 'character development', 'workplace abuse', 'misunderstanding', 'rich man/poor woman ']",South Korea,16,"May  4, 2011","Jun 23, 2011","['wednesday', 'thursday']",['MBC'],65,8.1,14860,1834,397,Not Yet Rated,"29,166","['Cha Seung Won', 'Gong Hyo Jin', 'Yoo In Na', 'Yoon Kye Sang', 'Lee Hee Jin', 'Choi Hwa Jung']","['Kocowa', 'Viki']",The Greatest Love,7.8,"1,142",
"['comedy', 'romance', 'family', 'melodrama']","['single mother female lead', 'older woman/younger man', 'pregnancy', 'adapted from a novel', 'drama ']",South Korea,16,"Sep 27, 2014","Dec 27, 2014",['saturday'],['TV Chosun'],60,7.1,3053,8117,1783,Not Yet Rated,"7,509","['Park Shi Yeon', 'Bae Soo Bin', 'Noh Min Woo', 'Uhm Hyun Kyung', 'Jung Ae Yun', 'Song Young Kyu']",['Netflix'],The Greatest Marriage,6.6,154,
"['action', 'thriller', 'mystery', 'law']","['revenge', 'strong female lead', 'corruption', 'tragic past', 'teamwork', 'investigation', 'smart male lead', 'attempted murder', 'lying', 'kidnapping ']",South Korea,32,"May 22, 2017","Jul 11, 2017","['monday', 'tuesday']",['MBC'],35,8.3,8351,1086,545,15+ - Teens 15 or older,"23,376","['Lee Si Young', 'Kim Young Kwang', 'Kim Tae Hoon', 'Kim Seul Gi', 'Key', 'Choi Moo Sung']","['Kocowa', 'Netflix']",The Guardians,N/A,N/A,N/A
"['thriller', 'mystery', 'horror', 'supernatural']","['exorcism', 'death', 'demon', 'shamanism', 'murder', 'strong female lead', 'hot-tempered male lead', 'ghost-seeing male lead', 'orphan female lead', 'ghost ']",South Korea,16,"Sep 12, 2018","Nov  1, 2018","['wednesday', 'thursday']",['OCN'],67,8.7,12970,221,319,18+ Restricted (violence & profanity),"34,199","['Kim Dong Wook', 'Kim Jae Wook', 'Jung Eun Chae', 'Lee Won Jong', 'Park Ho San', 'Ahn Nae Sang']","['WeTV', 'Netflix']",The Guest,N/A,N/A,N/A
"['comedy', 'romance', 'drama', 'melodrama']","['high school', 'family pressure', 'love triangle', 'school bullying', 'rich male lead', 'rich man/poor woman', 'male chases female first', 'poor female lead', 'controlling parent', 'sibling rivalry ']",South Korea,20,"Oct  9, 2013","Dec 12, 2013","['wednesday', 'thursday']",['SBS'],60,7.6,78393,5096,12,15+ - Teens 15 or older,"146,858","['Lee Min Ho', 'Park Shin Hye', 'Kim Woo Bin', 'Kim Ji Won', 'Kang Min Hyuk', 'Choi Jin Hyuk']","['WeTV', 'Netflix', 'Kocowa', 'Apple TV', 'iQIYI', 'Viki']",The Heirs,N/A,N/A,N/A
"['comedy', 'romance', 'drama', 'fantasy']","['transmigration', 'idol male lead', 'body swap', 'priest male lead', 'music industry', 'adapted from a web novel', 'panic disorder', 'fish out of water', 'quirky humour', 'slow burn romance ']",South Korea,12,"Feb 15, 2023","Mar 23, 2023","['wednesday', 'thursday']","['TVING', 'tvN']",70,7.6,8477,4607,426,15+ - Teens 15 or older,"27,396","['Kim Min Gue', 'Go Bo Gyeol', 'Lee Jang Woo', 'Ye Ji Won', 'Park Sang Nam', 'Choi Jae Hyun']",['Viki'],The Heavenly Idol,6.5,602,
"['music', 'historical', 'romance', 'melodrama']","['forbidden love', 'based on true story', 'biographical', 'miniseries', 'star crossed lovers', 'rich male lead', 'disapproving parent', 'japanese colonial rule', 'arranged marriage', 'nice male lead ']",South Korea,6,"Nov 27, 2018","Dec  4, 2018","['monday', 'tuesday']","['Netflix', 'SBS']",35,8.3,15826,968,303,15+ - Teens 15 or older,"35,218","['Lee Jong Suk', 'Shin Hye Sun', 'Park Seon Im', 'Lee Ji Hoon', 'Han Eun Seo', 'Kim Kang Hyun']",['Netflix'],The Hymn of Death,N/A,N/A,N/A
"['comedy', 'romance', 'drama', 'fantasy']","['interspecies romance', 'prosopagnosia', 'unrequited love', 'mermaid female lead', 'cohabitation', 'multiple couples', 'love square', 'height difference', 'share house setting', ""housemates' relationship ""]",South Korea,10,"Aug  7, 2014","Oct  9, 2014",['thursday'],['tvN'],50,7.2,10881,7403,556,Not Yet Rated,"23,186","['Jo Bo Ah', 'Ohn Joo Wan', 'Song Jae Rim', 'Park Ji Soo', 'Jin Hee Kyung', 'Kim Seul Gi']",[],The Idle Mermaid,N/A,N/A,N/A
['music'],"['adapted from a manga', 'idol female lead', 'adapted from video game', 'friendship ']",South Korea,24,"Apr 28, 2017","Oct  6, 2017",['friday'],['SBS Plus'],45,7.5,484,5531,5140,15+ - Teens 15 or older,"1,816","['Heo Young Joo', 'Lee Su Ji', 'Sung Hoon', 'Kim So Ri', 'Teramoto Yukika', 'Lee Ye Eun']",['Prime Video'],The Idolmaster KR,N/A,N/A,N/A
"['romance', 'drama', 'melodrama']","['revenge', 'character development', 'rich woman/poor man', 'male chases female first', 'strong female lead', 'cold female lead', 'rich female lead', 'self-sacrifice', 'sacrifice happiness', 'deception ']",South Korea,20,"Sep 12, 2012","Nov 15, 2012","['wednesday', 'thursday']",['KBS2'],62,8.1,24145,1935,180,15+ - Teens 15 or older,"48,833","['Moon Chae Won', 'Song Joong Ki', 'Park Shi Yeon', 'Yang Ik Jun', 'Lee Yoo Bi', 'Jo Hwi Joon']","['WeTV', 'Kocowa', 'Viki']",The Innocent Man,7.6,"2,163",
"['romance', 'life', 'drama', 'melodrama']","['love square', 'social disparity', 'workplace romance', 'slow burn story', ""co-workers' relationship"", 'bank setting', 'workplace setting', 'cold female lead', 'workplace abuse', 'bank teller female lead ']",South Korea,16,"Dec 21, 2022","Feb  9, 2023","['wednesday', 'thursday']","['jTBC', 'Netflix']",70,6.9,4713,8609,1031,Not Yet Rated,"13,625","['Yoo Yeon Seok', 'Mun Ka Young', 'Geum Sae Rok', 'Jung Ga Ram', 'Moon Tae Yu', 'Oh Dong Min']",['Netflix'],The Interest of Love,6.5,"1,066",
"['historical', 'drama', 'political']","['prince supporting character', 'historical figure', 'historical fiction', 'gwanghae', 'joseon dynasty ']",South Korea,50,"Feb 14, 2015","Aug  2, 2015","['saturday', 'sunday']",['KBS1'],50,7.5,66,49437,10491,15+ - Teens 15 or older,542,"['Kim Sang Joong', 'Kim Tae Woo', 'Jung Tae Woo', 'Lee Kwan Hoon', 'Han Ji Wan', 'An So Jin']",[],The Jingbirok: A Memoir of Imjin War,N/A,N/A,N/A
"['action', 'thriller', 'psychological', 'romance']","['badass male lead', 'political', 'trauma', 'power struggle', 'evil stepmother', 'aggressive male lead', 'tragic past', 'naive female lead', 'revenge', 'forgiveness ']",South Korea,16,"Sep 23, 2016","Nov 12, 2016","['friday', 'saturday']",['tvN'],60,8.2,48064,1510,36,15+ - Teens 15 or older,"99,278","['Ji Chang Wook', 'Im Yoon Ah', 'Song Yoon Ah', 'Jo Sung Ha', 'Kim Gab Soo', 'Lee Jung Jin']","['WeTV', 'Netflix', 'Tubi', 'Apple TV', 'iQIYI', 'Viki']",The K2,7.8,"8,581",
"['thriller', 'mystery', 'comedy']","['smart male lead', 'investigation', 'suspense', 'police officer female lead', 'miniseries', 'death', 'child abuse', 'murder', 'adapted from a novel', 'investigator female lead ']",South Korea,8,"Apr 27, 2022","May 19, 2022","['wednesday', 'thursday']",['tvN'],65,8.1,3499,1812,1391,15+ - Teens 15 or older,"9,932","['Lee Kwang Soo', 'Kim Seol Hyun', 'Jin Hee Kyung', 'Shin Sung Woo', 'Lee Kyo Yeob', 'Park Ji Bin']","['iQIYI', 'Viki', 'TVING']",The Killer's Shopping List,7,244,
"['thriller', 'mystery', 'horror']","['noir', 'moral ambiguity', 'fight for justice', 'injustice', 'violence', 'murder', 'investigation', 'physical assault', 'criminal justice system', 'lieutenant female lead ']",South Korea,12,"Aug 10, 2023","Nov  2, 2023",['thursday'],['SBS'],60,8.3,1115,821,1261,15+ - Teens 15 or older,"10,999","['Park Hae Jin', 'Park Sung Woong', 'Im Ji Yeon', 'Kim Yoo Mi', 'Shin Jung Keun', 'Kim Kwon']","['Wavve', 'Prime Video']",The Killing Vote,7.8,323,
"['military', 'comedy', 'romance', 'drama']","['royalty', 'strong female lead', 'badass female lead', 'reunification of korea', 'hardworking female lead', 'alternate reality', 'power struggle', 'enemies to lovers', 'spoiled male lead', 'north korean female lead ']",South Korea,20,"Mar 21, 2012","May 24, 2012","['wednesday', 'thursday']",['MBC'],65,8.2,19387,1257,233,15+ - Teens 15 or older,"41,518","['Lee Seung Gi', 'Ha Ji Won', 'Jo Jung Suk', 'Yoon Je Moon', 'Lee Yoon Ji', 'Choi Kwon']","['Viki', 'Kocowa', 'Prime Video']",The King 2 Hearts,7.6,"1,450",
"['historical', 'drama', 'political']","['eunuch supporting character', 'eunuch male lead', 'queen supporting character', 'queen female lead', 'historical fiction', 'strong male lead', 'multiple mains', 'tearjerker', 'joseon dynasty ']",South Korea,63,"Aug 27, 2007","Apr  1, 2008","['monday', 'tuesday']",['SBS'],70,7.4,278,6060,6240,Not Yet Rated,"1,349","['Oh Man Suk', 'Gu Hye Seon', 'Jeon In Hwa', 'Go Joo Won', 'Jeon Kwang Ryul', 'Kang Samuel']",[],The King and I,7.8,34,
['historical'],"['king male lead', 'historical figure', 'historical fiction', 'sejong the great', 'royalty', 'joseon dynasty ']",South Korea,186,"Jun  6, 1998","Mar 25, 2000","['saturday', 'sunday']",['KBS1'],N/A,6.6,5,60936,99999,Not Yet Rated,78,"['Im Dong Jin', 'Chae Shi Ra', 'Jung Tae Woo', 'Lee Shin Jae', 'Kang Tae Gi', 'Kim In Tae']",[],The King and the Queen,N/A,N/A,N/A
"['historical', 'romance', 'drama', 'political']","['goryeo dynasty', 'love triangle', 'bromance', 'chungseon', 'strong female lead', 'first love', 'strong male lead', 'prince male lead', 'ruthless male lead', 'smart male lead ']",South Korea,40,"Jul 17, 2017","Sep 19, 2017","['monday', 'tuesday']","['MBC', 'Viki']",35,7.7,4372,3685,1044,15+ - Teens 15 or older,"13,386","['Yim Si Wan', 'Im Yoon Ah', 'Hong Jong Hyun', 'Kim Byung Chun', 'Park Hwan Hee', 'Oh Min Suk']","['Apple TV', 'Viki', 'Kocowa']",The King in Love,N/A,N/A,N/A
"['historical', 'drama']",[''],South Korea,27,"Mar 31, 1983","Jul  1, 1983","['thursday', 'friday']",['MBC'],60,10.0,1,99999,99999,Not Yet Rated,71,"['Lee Jung Gil', 'Kim Moo Saeng', 'Byun Hee Bong', 'Hyun Suk', 'Lee Ho Jae', 'Kim Hee Ae']",[],The King of Chudong Palace,N/A,N/A,N/A
"['business', 'comedy', 'romance', 'drama']","['entertainment industry', 'parody', 'antihero male lead', 'arrogant male lead', 'cold male lead', 'older man/younger woman', 'strong female lead', 'melodrama ']",South Korea,18,"Nov  5, 2012","Jan  7, 2013","['monday', 'tuesday']",['SBS'],65,7.8,4897,3675,1264,15+ - Teens 15 or older,"10,962","['Kim Myung Min', 'Jung Ryeo Won', 'Oh Ji Eun', 'Choi Si Won', 'Jung Han Hun', 'Jeon Moo Song']","['SBS World', 'Kocowa']",The King of Dramas,7.5,116,
"['thriller', 'mystery', 'drama']","['school bullying', 'detective male lead', 'school violence', 'flashback to past', 'revenge', 'murder', 'detective female lead', 'childhood trauma', 'child abuse', 'mental illness ']",South Korea,12,"Mar 18, 2022","Apr 22, 2022",['friday'],['TVING'],55,8.7,3779,235,1152,18+ Restricted (violence & profanity),"12,169","['Kim Dong Wook', 'Kim Sung Gyu', 'Chae Jung An', 'Choi Hyun Jin', 'Sim Hyun Seo', 'Lee Chan Yoo']",['TVING'],The King of Pigs,N/A,N/A,N/A
"['thriller', 'historical', 'drama', 'political']","['historical fiction', 'royalty', 'joseon dynasty', 'suspense', 'consort supporting character', 'eunuch supporting character', 'monk/nun supporting character', 'king supporting character', 'queen supporting character', 'prince supporting character ']",South Korea,32,"Dec 11, 2021","May  1, 2022","['saturday', 'sunday']",['KBS1'],60,7.6,183,47554,6369,15+ - Teens 15 or older,"1,306","['Joo Sang Wook', 'Kim Yeong Cheol', 'Park Jin Hee', 'Ye Ji Won', 'Uhm Hyo Sub', 'Kim Myung Soo']","['Viki', 'Kocowa', 'Prime Video']","The King of Tears, Lee Bang-won",4.1,171,
"['mystery', 'romance', 'drama', 'sci-fi']","['parallel universe', 'doppelganger', 'royal family', 'male lead saves female lead', 'royalty', 'male chases female first', 'murder', 'evil uncle', 'monarchy', 'treason ']",South Korea,16,"Apr 17, 2020","Jun 12, 2020","['friday', 'saturday']","['Netflix', 'SBS']",70,8.1,47894,1658,43,15+ - Teens 15 or older,"93,993","['Lee Min Ho', 'Kim Go Eun', 'Woo Do Hwan', 'Lee Jung Jin', 'Kim Kyung Nam', 'Jung Eun Chae']",['Netflix'],The King: Eternal Monarch,8.1,"14,640",
